device_id,type,type_specific,size_inch,size_cm2,screen_body_ratio,resolution_pixel,resolution_p_width,resolution_p_lenght,resolution_ppi,resolution_ratio
3761,LCD,Super Clear LCD,4.0,45.5,57.3,480 x 800,480.0,800.0,233.0,5:3
3724,TFT,TFT,3.5,36.5,54.2,320 x 480,320.0,480.0,165.0,3:2
3726,TFT,TFT,3.3,33.7,50.0,240 x 320,240.0,320.0,121.0,4:3
3741,TFT,TFT,3.2,30.5,48.0,320 x 480,320.0,480.0,180.0,3:2
3725,TFT,TFT,3.14,30.5,45.5,240 x 320,240.0,320.0,127.0,4:3
3719,AMOLED,Super AMOLED,4.0,45.5,57.7,480 x 800,480.0,800.0,233.0,5:3
3620,AMOLED,Super AMOLED,4.0,45.5,58.3,480 x 800,480.0,800.0,233.0,5:3
3453,AMOLED,Super AMOLED,4.0,45.5,56.8,480 x 800,480.0,800.0,233.0,5:3
3672,TFT,TFT,7.0,137.9,60.2,600 x 1024,600.0,1024.0,170.0,16:9
3370,TFT,TFT,7.0,137.9,60.2,600 x 1024,600.0,1024.0,170.0,16:9
3580,AMOLED,Super AMOLED,4.0,45.5,56.9,480 x 800,480.0,800.0,233.0,5:3
3581,TFT,TFT,3.5,36.5,51.1,320 x 480,320.0,480.0,165.0,3:2
3408,AMOLED,Super AMOLED,4.0,45.5,58.0,480 x 800,480.0,800.0,233.0,5:3
3410,AMOLED,Super AMOLED,4.0,45.5,56.5,480 x 800,480.0,800.0,233.0,5:3
3432,TFT,TFT,3.2,29.1,46.7,240 x 400,240.0,400.0,146.0,5:3
3395,TFT,TFT,3.2,29.1,46.7,240 x 400,240.0,400.0,146.0,5:3
3294,AMOLED,Super AMOLED,3.7,39.0,54.5,480 x 800,480.0,800.0,252.0,5:3
3115,AMOLED,Super AMOLED,4.0,45.5,58.0,480 x 800,480.0,800.0,233.0,5:3
12534,OLED,OLED,6.1,86.9,83.0,1080 x 2520,1080.0,2520.0,449.0,21:9
12263,OLED,OLED,6.5,98.6,84.2,1644 x 3840,1644.0,3840.0,643.0,21:9
12264,OLED,OLED,6.1,86.9,82.5,1080 x 2520,1080.0,2520.0,449.0,21:9
11838,OLED,OLED,6.1,86.9,83.2,1080 x 2520,1080.0,2520.0,449.0,21:9
11521,OLED,OLED,6.5,98.6,84.2,1644 x 3840,1644.0,3840.0,643.0,21:9
11522,OLED,OLED,6.0,84.1,82.0,1080 x 2520,1080.0,2520.0,457.0,21:9
11174,OLED,OLED,6.5,98.6,82.5,1644 x 3840,1644.0,3840.0,643.0,21:9
11064,OLED,OLED,6.0,84.1,80.3,1080 x 2520,1080.0,2520.0,457.0,21:9
10851,OLED,OLED,6.1,86.9,81.4,1080 x 2520,1080.0,2520.0,449.0,21:9
10698,OLED,OLED,6.0,84.1,80.3,1080 x 2520,1080.0,2520.0,457.0,21:9
10707,OLED,OLED,6.5,98.6,76.0,1644 x 3840,1644.0,3840.0,643.0,21:9
10396,OLED,OLED,6.1,86.9,80.9,1080 x 2520,1080.0,2520.0,449.0,21:9
10096,OLED,OLED,6.5,98.6,84.0,1644 x 3840,1644.0,3840.0,643.0,21:9
10095,OLED,OLED,6.0,84.1,77.6,1080 x 2520,1080.0,2520.0,457.0,21:9
10091,IPS,IPS LCD,6.2,89.8,79.5,720 x 1680,720.0,1680.0,295.0,21:9
9840,OLED,OLED,6.1,86.9,80.9,1080 x 2520,1080.0,2520.0,449.0,21:9
9543,OLED,OLED,6.5,98.6,82.0,1644 x 3840,1644.0,3840.0,643.0,21:9
9591,IPS,IPS LCD,6.5,98.7,81.0,1080 x 2520,1080.0,2520.0,422.0,21:9
9353,IPS,IPS LCD,6.0,84.1,79.3,1080 x 2520,1080.0,2520.0,457.0,21:9
9592,IPS,IPS LCD,5.7,83.8,75.6,720 x 1440,720.0,1440.0,282.0,18:9
9268,IPS,IPS LCD,6.0,92.9,78.9,1080 x 2160,1080.0,2160.0,402.0,18:9
9232,OLED,P-OLED,6.0,92.9,80.5,1440 x 2880,1440.0,2880.0,537.0,18:9
9166,IPS,IPS LCD,5.8,91.5,72.4,3840 x 2160,3840.0,2160.0,765.0,16:9
9081,IPS,IPS LCD,5.7,83.8,76.1,1080 x 2160,1080.0,2160.0,424.0,18:9
9082,IPS,IPS LCD,5.0,64.5,73.5,1080 x 2160,1080.0,2160.0,483.0,18:9
8985,IPS,IPS LCD,6.0,99.2,76.1,1080 x 1920,1080.0,1920.0,367.0,16:9
8986,IPS,IPS LCD,5.2,74.5,75.0,1080 x 1920,1080.0,1920.0,424.0,16:9
8987,IPS,IPS LCD,5.5,83.4,71.3,720 x 1280,720.0,1280.0,267.0,16:9
8804,IPS,IPS LCD,5.2,74.5,68.6,1080 x 1920,1080.0,1920.0,424.0,16:9
8840,IPS,IPS LCD,5.5,83.4,71.7,1080 x 1920,1080.0,1920.0,401.0,16:9
8610,IPS,IPS LCD,4.6,58.3,69.6,720 x 1280,720.0,1280.0,319.0,16:9
8619,IPS,IPS LCD,5.5,83.4,74.6,720 x 1280,720.0,1280.0,267.0,16:9
8599,IPS,IPS LCD,5.2,74.5,70.9,1080 x 1920,1080.0,1920.0,424.0,16:9
8593,IPS,IPS LCD,5.46,82.2,68.4,3840 x 2160,3840.0,2160.0,807.0,16:9
8595,IPS,IPS LCD,6.0,99.2,76.1,1080 x 1920,1080.0,1920.0,367.0,16:9
8596,IPS,IPS LCD,5.0,68.9,70.9,720 x 1280,720.0,1280.0,294.0,16:9
8292,IPS,IPS LCD,4.6,58.3,69.6,720 x 1280,720.0,1280.0,319.0,16:9
8313,IPS,IPS LCD,5.2,74.5,70.9,1080 x 1920,1080.0,1920.0,424.0,16:9
8113,IPS,IPS LCD,5.0,68.9,69.4,720 x 1280,720.0,1280.0,294.0,16:9
8102,IPS,IPS LCD,6.0,99.2,76.6,1080 x 1920,1080.0,1920.0,367.0,16:9
7949,IPS,IPS LCD,5.0,68.9,68.1,1080 x 1920,1080.0,1920.0,441.0,16:9
7948,IPS,IPS LCD,5.0,68.9,69.8,1080 x 1920,1080.0,1920.0,441.0,16:9
7957,IPS,IPS LCD,5.0,68.9,71.8,720 x 1280,720.0,1280.0,294.0,16:9
7950,IPS,IPS LCD,5.0,68.9,71.8,720 x 1280,720.0,1280.0,294.0,16:9
7538,IPS,IPS LCD,5.5,83.4,71.3,2160 x 3840,2160.0,3840.0,801.0,16:9
7536,IPS,IPS LCD,5.5,82.4,70.4,2160 x 3840,2160.0,3840.0,806.0,16:9
7537,IPS,IPS LCD,5.2,74.5,70.9,1080 x 1920,1080.0,1920.0,424.0,16:9
7534,IPS,IPS LCD,5.2,73.2,69.6,1080 x 1920,1080.0,1920.0,428.0,16:9
7535,IPS,IPS LCD,4.6,56.9,68.9,720 x 1280,720.0,1280.0,323.0,16:9
7465,IPS,IPS LCD,5.0,68.9,66.0,1080 x 1920,1080.0,1920.0,441.0,16:9
7464,IPS,IPS LCD,5.0,68.9,66.0,1080 x 1920,1080.0,1920.0,441.0,16:9
7466,IPS,IPS LCD,6.0,99.2,75.9,1080 x 1920,1080.0,1920.0,367.0,16:9
7463,IPS,IPS LCD,6.0,99.2,75.9,1080 x 1920,1080.0,1920.0,367.0,16:9
7257,IPS,IPS LCD,5.2,73.2,69.6,1080 x 1920,1080.0,1920.0,428.0,16:9
6878,IPS,IPS LCD,5.2,74.5,70.9,1080 x 1920,1080.0,1920.0,424.0,16:9
7228,IPS,IPS LCD,5.5,83.4,71.7,1080 x 1920,1080.0,1920.0,401.0,16:9
7227,IPS,IPS LCD,5.5,83.4,71.7,1080 x 1920,1080.0,1920.0,401.0,16:9
7100,IPS,IPS LCD,5.0,68.9,65.2,720 x 1280,720.0,1280.0,294.0,16:9
7068,IPS,IPS LCD,5.0,68.9,65.2,720 x 1280,720.0,1280.0,294.0,16:9
7069,IPS,IPS LCD,10.1,295.8,69.7,2560 x 1600,2560.0,1600.0,299.0,16:10
7059,IPS,IPS LCD,4.7,60.9,64.5,540 x 960,540.0,960.0,234.0,16:9
7060,IPS,IPS LCD,4.7,60.9,64.5,540 x 960,540.0,960.0,234.0,16:9
7031,IPS,IPS LCD,5.0,68.9,67.4,540 x 960,540.0,960.0,220.0,16:9
6882,IPS,IPS LCD,5.0,68.9,67.4,540 x 960,540.0,960.0,220.0,16:9
6663,IPS,IPS LCD,4.5,55.8,58.6,480 x 854,480.0,854.0,218.0,16:9
6634,IPS,IPS LCD,4.5,55.8,58.6,480 x 854,480.0,854.0,218.0,16:9
6633,TFT,TFT LCD,8.0,185.6,70.4,1200 x 1920,1200.0,1920.0,283.0,16:10
6632,IPS,IPS LCD,5.2,74.5,70.9,1080 x 1920,1080.0,1920.0,424.0,16:9
6796,IPS,IPS LCD,5.2,74.5,68.4,1080 x 1920,1080.0,1920.0,424.0,16:9
6539,IPS,IPS LCD,5.2,74.5,70.9,1080 x 1920,1080.0,1920.0,424.0,16:9
6582,IPS,IPS LCD,4.8,63.5,63.0,540 x 960,540.0,960.0,229.0,16:9
6538,IPS,IPS LCD,4.6,58.3,70.6,720 x 1280,720.0,1280.0,319.0,16:9
6489,IPS,IPS LCD,5.5,83.4,67.8,720 x 1280,720.0,1280.0,267.0,16:9
6488,IPS,IPS LCD,5.5,83.4,67.8,720 x 1280,720.0,1280.0,267.0,16:9
6456,IPS,IPS LCD,5.0,68.9,69.9,1080 x 1920,1080.0,1920.0,441.0,16:9
6408,IPS,IPS LCD,5.3,77.4,66.7,720 x 1280,720.0,1280.0,277.0,16:9
6146,TFT,TFT,4.8,63.5,63.9,540 x 960,540.0,960.0,229.0,16:9
6162,TFT,TFT,4.8,63.5,63.9,540 x 960,540.0,960.0,229.0,16:9
6145,TFT,TFT,10.1,295.8,64.7,1200 x 1920,1200.0,1920.0,224.0,16:10
6161,TFT,TFT,10.1,295.8,64.7,1200 x 1920,1200.0,1920.0,224.0,16:10
6144,IPS,IPS LCD,5.2,74.5,69.3,1080 x 1920,1080.0,1920.0,424.0,16:9
5967,TFT,TFT,4.0,45.5,61.8,480 x 800,480.0,800.0,233.0,5:3
5966,TFT,TFT,4.0,45.5,61.8,480 x 800,480.0,800.0,233.0,5:3
5968,IPS,IPS LCD,6.0,99.2,71.7,720 x 1280,720.0,1280.0,245.0,16:9
5950,TFT,TFT,5.0,68.9,64.0,1080 x 1920,1080.0,1920.0,441.0,16:9
5753,IPS,IPS LCD,4.3,51.0,61.8,720 x 1280,720.0,1280.0,342.0,16:9
5596,TFT,TFT,5.0,68.9,64.7,1080 x 1920,1080.0,1920.0,441.0,16:9
5540,IPS,IPS LCD,6.4,112.9,68.3,1080 x 1920,1080.0,1920.0,344.0,16:9
5541,TFT,TFT,5.0,68.9,65.6,540 x 960,540.0,960.0,220.0,16:9
5497,TFT,TFT,4.0,44.1,57.3,480 x 854,480.0,854.0,245.0,16:9
5421,TFT,TFT,4.55,57.1,64.6,720 x 1280,720.0,1280.0,323.0,16:9
5363,TFT,TFT,4.3,51.0,60.9,480 x 854,480.0,854.0,228.0,16:9
5364,TFT,TFT,4.6,58.3,66.6,720 x 1280,720.0,1280.0,319.0,16:9
5204,TFT,TFT,5.0,68.9,69.8,1080 x 1920,1080.0,1920.0,441.0,16:9
5203,TFT,TFT,5.0,68.9,75.6,1080 x 1920,1080.0,1920.0,441.0,16:9
5148,TFT,TFT,3.5,36.5,52.0,320 x 480,320.0,480.0,165.0,3:2
5149,TFT,TFT,3.5,36.5,52.0,320 x 480,320.0,480.0,165.0,3:2
5015,TFT,TFT,4.55,57.1,65.5,720 x 1280,720.0,1280.0,323.0,16:9
4958,TFT,TFT,4.3,51.0,60.8,720 x 1280,720.0,1280.0,342.0,16:9
4930,TFT,TFT,4.0,44.1,58.0,480 x 854,480.0,854.0,245.0,16:9
4959,TFT,TFT,4.55,57.1,63.5,720 x 1280,720.0,1280.0,323.0,16:9
4899,TFT,TFT,4.55,57.1,65.5,720 x 1280,720.0,1280.0,323.0,16:9
4894,LCD,LED-backlit LCD,4.3,51.0,62.2,720 x 1280,720.0,1280.0,342.0,16:9
4832,TFT,TFT,3.2,30.5,51.9,320 x 480,320.0,480.0,180.0,3:2
4718,TFT,TFT,3.2,30.5,51.9,320 x 480,320.0,480.0,180.0,3:2
4831,TFT,TFT,3.5,36.5,54.3,320 x 480,320.0,480.0,165.0,3:2
4782,LCD,LED-backlit LCD,3.5,36.5,54.5,320 x 480,320.0,480.0,165.0,3:2
4781,LCD,LED-backlit LCD,4.3,51.0,61.3,720 x 1280,720.0,1280.0,342.0,16:9
4775,LCD,LED-backlit LCD,3.7,37.7,60.8,540 x 960,540.0,960.0,298.0,16:9
4774,LCD,LED-backlit LCD,4.6,58.3,64.5,720 x 1280,720.0,1280.0,319.0,16:9
4773,LCD,LED-backlit LCD,4.3,51.0,61.3,720 x 1280,720.0,1280.0,342.0,16:9
4772,LCD,LED-backlit LCD,4.3,51.0,61.3,720 x 1280,720.0,1280.0,342.0,16:9
4647,LCD,LED-backlit LCD,4.0,44.1,59.6,480 x 854,480.0,854.0,245.0,16:9
4408,LCD,LED-backlit LCD,3.7,37.7,55.1,480 x 854,480.0,854.0,265.0,16:9
4437,TFT,TFT,3.5,33.8,55.8,480 x 854,480.0,854.0,280.0,16:9
4436,LCD,LED-backlit LCD,4.0,44.1,60.8,540 x 960,540.0,960.0,275.0,16:9
4369,LCD,LED-backlit LCD,4.3,51.0,62.2,720 x 1280,720.0,1280.0,342.0,16:9
4798,LCD,LED-backlit LCD,4.55,57.1,63.1,720 x 1280,720.0,1280.0,323.0,16:9
4412,LCD,LED-backlit LCD,4.55,57.1,63.1,720 x 1280,720.0,1280.0,323.0,16:9
12572,AMOLED,AMOLED,6.67,107.4,89.7,1220 x 2712,1220.0,2712.0,446.0,20:9
12581,AMOLED,AMOLED,6.67,107.4,89.8,1220 x 2712,1220.0,2712.0,446.0,20:9
12776,AMOLED,AMOLED,6.67,107.4,88.9,1080 x 2400,1080.0,2400.0,395.0,20:9
12714,OLED,OLED,6.67,107.4,89.0,1440 x 3200,1440.0,3200.0,526.0,20:9
12715,OLED,OLED,6.67,107.4,89.0,1440 x 3200,1440.0,3200.0,526.0,20:9
12716,OLED,OLED,6.67,107.4,90.1,1220 x 2712,1220.0,2712.0,446.0,20:9
12697,OLED,OLED,6.67,107.4,88.9,1080 x 2400,1080.0,2400.0,395.0,20:9
12689,IPS,IPS LCD,6.74,109.7,83.7,720 x 1600,720.0,1600.0,260.0,20:9
12684,IPS,IPS LCD,6.74,109.7,83.7,720 x 1600,720.0,1600.0,260.0,20:9
12388,AMOLED,AMOLED,6.67,107.4,87.5,1220 x 2712,1220.0,2712.0,446.0,20:9
12389,AMOLED,AMOLED,6.67,107.4,87.5,1220 x 2712,1220.0,2712.0,446.0,20:9
12582,AMOLED,AMOLED,6.67,107.4,88.9,1080 x 2400,1080.0,2400.0,395.0,20:9
12470,OLED,OLED,6.67,107.4,87.5,1220 x 2712,1220.0,2712.0,446.0,20:9
12245,OLED,OLED,6.67,107.4,85.0,1080 x 2400,1080.0,2400.0,395.0,20:9
12134,AMOLED,AMOLED,6.55,103.6,91.0,1080 x 2400,1080.0,2400.0,402.0,20:9
12257,AMOLED,AMOLED,6.67,107.4,87.5,1440 x 3200,1440.0,3200.0,526.0,20:9
12258,AMOLED,AMOLED,6.67,107.4,88.9,1080 x 2400,1080.0,2400.0,395.0,20:9
12218,AMOLED,AMOLED,6.43,99.8,84.5,1080 x 2400,1080.0,2400.0,409.0,20:9
12209,AMOLED,AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
12181,OLED,OLED,6.67,107.4,88.9,1080 x 2400,1080.0,2400.0,395.0,20:9
12197,IPS,IPS LCD,6.52,102.6,81.0,720 x 1600,720.0,1600.0,269.0,20:9
12124,IPS,IPS LCD,6.52,102.6,81.0,720 x 1600,720.0,1600.0,269.0,20:9
12188,AMOLED,AMOLED,6.67,107.4,85.3,1080 x 2400,1080.0,2400.0,395.0,20:9
12072,AMOLED,AMOLED,6.55,103.6,89.5,1080 x 2400,1080.0,2400.0,402.0,20:9
12094,AMOLED,AMOLED,6.67,107.4,86.8,1080 x 2400,1080.0,2400.0,395.0,20:9
12092,AMOLED,Super AMOLED,6.67,107.4,85.0,1080 x 2400,1080.0,2400.0,395.0,20:9
12063,AMOLED,AMOLED,6.67,107.4,85.0,1080 x 2400,1080.0,2400.0,395.0,20:9
12053,IPS,IPS LCD,6.52,102.6,81.0,720 x 1600,720.0,1600.0,269.0,20:9
12045,OLED,OLED,6.67,107.4,86.8,1080 x 2400,1080.0,2400.0,395.0,20:9
12047,OLED,OLED,6.67,107.4,86.4,1440 x 3200,1440.0,3200.0,526.0,20:9
11953,OLED,OLED,6.67,107.4,86.8,1080 x 2400,1080.0,2400.0,395.0,20:9
11954,OLED,OLED,6.67,107.4,86.8,1080 x 2400,1080.0,2400.0,395.0,20:9
11955,AMOLED,AMOLED,6.67,107.4,86.7,1080 x 2400,1080.0,2400.0,395.0,20:9
11956,AMOLED,AMOLED,6.67,107.4,85.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11887,AMOLED,AMOLED,6.67,107.4,86.7,1220 x 2712,1220.0,2712.0,446.0,20:9
11888,AMOLED,AMOLED,6.67,107.4,86.7,1220 x 2712,1220.0,2712.0,446.0,20:9
11904,IPS,IPS LCD,6.58,104.3,83.6,1080 x 2408,1080.0,2408.0,401.0,20:9
11909,IPS,IPS LCD,6.52,102.6,81.0,720 x 1600,720.0,1600.0,269.0,20:9
11906,AMOLED,AMOLED,6.55,103.6,89.5,1080 x 2400,1080.0,2400.0,402.0,20:9
11855,IPS,IPS LCD,6.58,104.3,83.6,1080 x 2408,1080.0,2408.0,401.0,20:9
11834,IPS,IPS LCD,6.58,104.3,83.6,1080 x 2408,1080.0,2408.0,401.0,20:9
11848,IPS,IPS LCD,6.52,102.6,81.0,720 x 1600,720.0,1600.0,269.0,20:9
11832,AMOLED,AMOLED,6.43,99.8,83.5,1080 x 2400,1080.0,2400.0,409.0,20:9
11850,IPS,IPS LCD,6.58,104.3,83.6,1080 x 2408,1080.0,2408.0,401.0,20:9
11869,IPS,IPS LCD,6.58,104.5,83.8,1080 x 2400,1080.0,2400.0,400.0,20:9
11819,AMOLED,Super AMOLED,6.43,99.8,83.5,1080 x 2400,1080.0,2400.0,409.0,20:9
11762,IPS,IPS LCD,6.58,104.3,83.6,1080 x 2408,1080.0,2408.0,401.0,20:9
11580,OLED,OLED,6.67,107.4,86.7,1220 x 2712,1220.0,2712.0,446.0,20:9
11472,AMOLED,AMOLED,6.55,103.6,88.2,1080 x 2400,1080.0,2400.0,402.0,20:9
11652,AMOLED,LTPO2 AMOLED,6.73,109.4,89.6,1440 x 3200,1440.0,3200.0,521.0,20:9
11551,IPS,IPS LCD,6.5,102.0,83.7,1080 x 2400,1080.0,2400.0,405.0,20:9
11519,LCD,LCD,6.5,102.0,83.4,1080 x 2400,1080.0,2400.0,405.0,20:9
11427,IPS,IPS LCD,6.58,104.0,83.3,1080 x 2400,1080.0,2400.0,401.0,20:9
11479,AMOLED,AMOLED,6.67,107.4,86.2,1080 x 2400,1080.0,2400.0,395.0,20:9
11487,OLED,OLED,6.55,103.6,91.5,1080 x 2400,1080.0,2400.0,402.0,20:9
11453,OLED,OLED,6.67,107.4,85.7,1080 x 2400,1080.0,2400.0,395.0,20:9
11454,AMOLED,AMOLED,6.67,107.4,85.9,1080 x 2400,1080.0,2400.0,395.0,20:9
11455,AMOLED,AMOLED,6.67,107.4,86.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11449,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
11419,IPS,IPS LCD,6.6,105.2,84.8,1080 x 2400,1080.0,2400.0,399.0,20:9
11425,IPS,IPS LCD,6.58,104.3,83.6,1080 x 2408,1080.0,2408.0,401.0,20:9
11180,AMOLED,Super AMOLED,6.67,107.4,86.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11372,OLED,OLED,6.67,107.4,86.4,1440 x 3200,1440.0,3200.0,526.0,20:9
11430,OLED,OLED,6.67,107.4,86.4,1440 x 3200,1440.0,3200.0,526.0,20:9
11431,AMOLED,AMOLED,6.67,107.4,86.6,1080 x 2400,1080.0,2400.0,395.0,20:9
11287,AMOLED,LTPO AMOLED,6.73,109.4,89.6,1440 x 3200,1440.0,3200.0,521.0,20:9
11285,AMOLED,AMOLED,6.28,95.2,89.2,1080 x 2400,1080.0,2400.0,419.0,20:9
11292,AMOLED,AMOLED,6.28,95.2,89.2,1080 x 2400,1080.0,2400.0,419.0,20:9
11412,AMOLED,Super AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11395,AMOLED,Super AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11396,IPS,IPS LCD,6.58,104.3,83.6,1080 x 2408,1080.0,2408.0,401.0,20:9
11371,AMOLED,Super AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11388,AMOLED,AMOLED,6.43,99.8,84.5,1080 x 2400,1080.0,2400.0,409.0,20:9
11362,OLED,OLED,6.67,107.4,86.2,1080 x 2400,1080.0,2400.0,395.0,20:9
11357,LCD,LCD,6.5,102.0,83.4,1080 x 2400,1080.0,2400.0,405.0,20:9
11333,AMOLED,Super AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11334,AMOLED,Super AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11335,AMOLED,AMOLED,6.43,99.8,84.5,1080 x 2400,1080.0,2400.0,409.0,20:9
11336,AMOLED,AMOLED,6.43,99.8,84.5,1080 x 2400,1080.0,2400.0,409.0,20:9
11186,AMOLED,AMOLED,6.67,107.4,86.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11241,LCD,LCD,6.5,102.0,83.4,1080 x 2400,1080.0,2400.0,405.0,20:9
11193,IPS,IPS LCD,6.6,105.2,84.8,1080 x 2400,1080.0,2400.0,399.0,20:9
11159,AMOLED,Super AMOLED,6.67,107.4,86.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11181,IPS,IPS LCD,6.6,105.2,84.8,1080 x 2400,1080.0,2400.0,399.0,20:9
11152,AMOLED,Super AMOLED,6.67,107.4,86.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11153,AMOLED,Super AMOLED,6.67,107.4,86.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11137,IPS,IPS LCD,6.67,107.4,84.5,1080 x 2400,1080.0,2400.0,395.0,20:9
11119,OLED,OLED,6.55,103.6,91.5,1080 x 2400,1080.0,2400.0,402.0,20:9
11129,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
11128,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
11134,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
11127,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
11100,AMOLED,AMOLED,6.67,107.4,85.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11099,AMOLED,AMOLED,6.67,107.4,85.1,1080 x 2400,1080.0,2400.0,395.0,20:9
11101,AMOLED,AMOLED,6.55,103.6,85.3,1080 x 2400,1080.0,2400.0,402.0,20:9
11079,LCD,LCD,6.5,102.0,83.3,1080 x 2400,1080.0,2400.0,405.0,20:9
11060,LCD,LCD,6.5,102.0,83.4,1080 x 2400,1080.0,2400.0,405.0,20:9
11040,AMOLED,AMOLED,6.67,107.4,87.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10949,IPS,IPS LCD,6.6,105.2,84.9,1080 x 2400,1080.0,2400.0,399.0,20:9
11008,IPS,IPS LCD,6.5,102.0,83.6,1080 x 2400,1080.0,2400.0,405.0,20:9
10930,IPS,IPS LCD,6.6,105.2,84.9,1080 x 2400,1080.0,2400.0,399.0,20:9
10919,IPS,IPS LCD,6.3,97.4,81.7,1080 x 2340,1080.0,2340.0,409.0,5:9
10857,IPS,IPS LCD,6.5,102.0,83.7,1080 x 2400,1080.0,2400.0,405.0,20:9
10880,OLED,OLED,6.67,107.4,86.3,1080 x 2400,1080.0,2400.0,395.0,20:9
10867,IPS,IPS LCD,6.53,104.7,83.2,1080 x 2340,1080.0,2340.0,395.0,5:9
10737,AMOLED,AMOLED,6.81,112.0,91.4,1440 x 3200,1440.0,3200.0,515.0,20:9
10777,AMOLED,Super AMOLED,6.67,107.4,85.9,1080 x 2400,1080.0,2400.0,395.0,20:9
10815,AMOLED,AMOLED,6.55,103.6,85.3,1080 x 2400,1080.0,2400.0,402.0,20:9
10665,AMOLED,AMOLED,6.55,103.6,85.3,1080 x 2400,1080.0,2400.0,402.0,20:9
10805,AMOLED,Super AMOLED,6.67,107.4,85.8,1080 x 2400,1080.0,2400.0,395.0,20:9
10714,AMOLED,Super AMOLED,6.67,107.4,85.8,1080 x 2400,1080.0,2400.0,395.0,20:9
10802,IPS,IPS LCD,6.67,107.4,84.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10758,AMOLED,AMOLED,6.67,107.4,85.9,1080 x 2400,1080.0,2400.0,395.0,20:9
10780,AMOLED,AMOLED,6.67,109.2,89.8,1080 x 2340,1080.0,2340.0,386.0,5:9
10662,AMOLED,AMOLED,6.67,107.4,85.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10768,IPS,IPS LCD,6.5,102.0,83.7,1080 x 2400,1080.0,2400.0,405.0,20:9
10769,AMOLED,AMOLED,6.43,99.8,83.5,1080 x 2400,1080.0,2400.0,409.0,20:9
10247,AMOLED,Super AMOLED,6.43,99.8,83.5,1080 x 2400,1080.0,2400.0,409.0,20:9
10770,AMOLED,Super AMOLED,6.67,107.4,85.7,1080 x 2400,1080.0,2400.0,395.0,20:9
10771,AMOLED,Super AMOLED,6.67,107.4,85.7,1080 x 2400,1080.0,2400.0,395.0,20:9
10752,AMOLED,Super AMOLED,6.67,107.4,85.9,1080 x 2400,1080.0,2400.0,395.0,20:9
10727,AMOLED,Super AMOLED,6.67,107.4,85.9,1080 x 2400,1080.0,2400.0,395.0,20:9
10728,AMOLED,Super AMOLED,6.67,107.4,85.9,1080 x 2400,1080.0,2400.0,395.0,20:9
10661,IPS,IPS LCD,6.53,104.7,84.0,1080 x 2340,1080.0,2340.0,395.0,5:9
10670,IPS,IPS LCD,6.53,104.7,83.4,1080 x 2340,1080.0,2340.0,395.0,5:9
10615,IPS,IPS LCD,6.67,107.4,84.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10616,IPS,IPS LCD,6.53,104.7,83.4,1080 x 2340,1080.0,2340.0,395.0,5:9
10582,IPS,IPS LCD,6.67,107.4,84.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10581,IPS,IPS LCD,6.53,104.7,83.6,1080 x 2340,1080.0,2340.0,395.0,5:9
10609,IPS,IPS LCD,6.53,104.7,83.4,1080 x 2340,1080.0,2340.0,395.0,5:9
10599,IPS,IPS LCD,6.53,104.7,83.4,1080 x 2340,1080.0,2340.0,395.0,5:9
10517,IPS,IPS LCD,6.67,107.4,85.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10437,IPS,IPS LCD,6.67,107.4,85.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10473,IPS,IPS LCD,6.67,107.4,85.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10480,IPS,IPS LCD,6.67,107.4,84.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10591,IPS,IPS LCD,6.53,102.9,81.1,720 x 1600,720.0,1600.0,269.0,20:9
