device_id,s_num
6434,unspecified
6658,unspecified
6659,unspecified
6482,unspecified
6576,unspecified
6580,unspecified
6573,unspecified
6563,Dual
6542,unspecified
6662,Dual
6534,Single
6534,Dual
6391,Single
6391,Dual
6252,unspecified
6478,unspecified
6479,unspecified
6480,Dual
6481,Dual
6331,Dual
6460,unspecified
6450,unspecified
6435,unspecified
6439,unspecified
6432,unspecified
6433,unspecified
6404,unspecified
6356,unspecified
6210,unspecified
6289,Dual
6284,unspecified
6251,unspecified
6250,unspecified
6241,unspecified
6249,unspecified
6248,unspecified
6240,unspecified
6209,unspecified
6190,unspecified
6272,Dual
6237,unspecified
6338,unspecified
6033,unspecified
6846,unspecified
6099,unspecified
6054,unspecified
6015,Dual
5961,unspecified
5975,unspecified
5969,unspecified
5958,Single
5958,Dual
6049,unspecified
5946,unspecified
5928,unspecified
5904,unspecified
5889,unspecified
5887,unspecified
5886,Dual
5876,Dual
5862,Single
5862,Dual
5814,unspecified
5803,unspecified
5542,unspecified
5786,unspecified
5766,unspecified
5841,Single
5841,Dual
5749,Single
5749,Dual
5665,unspecified
5597,unspecified
5548,unspecified
5447,unspecified
5375,Single
5375,Dual
5446,unspecified
5456,unspecified
5468,unspecified
5419,Single
5419,Dual
5423,unspecified
5422,unspecified
5398,unspecified
5396,Single
5396,Dual
5394,Single
5394,Dual
5392,Single
5392,Dual
5391,Single
5391,Dual
5314,Single
5314,Dual
5371,unspecified
5125,unspecified
5420,Dual
5388,unspecified
5253,unspecified
5280,Single
5280,Dual
5279,Single
5279,Dual
5271,unspecified
5263,unspecified
5221,unspecified
5213,unspecified
5163,Dual
5162,unspecified
5144,unspecified
5124,unspecified
5111,unspecified
5272,unspecified
5047,unspecified
5033,unspecified
5027,Dual
5026,unspecified
5019,unspecified
5018,unspecified
5001,unspecified
4992,unspecified
4914,unspecified
4854,unspecified
5152,unspecified
4960,unspecified
4961,unspecified
4957,unspecified
4954,unspecified
4953,unspecified
4923,unspecified
4883,Dual
4857,unspecified
5114,unspecified
4777,Dual
4771,unspecified
4750,unspecified
4804,unspecified
4803,unspecified
4799,unspecified
4238,unspecified
5461,unspecified
4566,unspecified
4564,unspecified
5340,unspecified
4559,unspecified
3883,unspecified
4544,unspecified
4671,unspecified
4543,unspecified
4469,unspecified
4432,unspecified
4420,unspecified
4419,unspecified
4406,unspecified
4415,unspecified
4952,unspecified
4374,unspecified
4397,unspecified
4387,Dual
4344,unspecified
4158,unspecified
4159,unspecified
4303,unspecified
4277,unspecified
4301,unspecified
4219,unspecified
4327,unspecified
4262,unspecified
4071,unspecified
4239,unspecified
4667,unspecified
4208,unspecified
4200,unspecified
4198,unspecified
4668,unspecified
4136,unspecified
4135,unspecified
4130,unspecified
4129,unspecified
3956,unspecified
4376,unspecified
4124,unspecified
4114,unspecified
4117,unspecified
4091,unspecified
4059,unspecified
3967,unspecified
4026,unspecified
3969,unspecified
3968,unspecified
3908,unspecified
3913,unspecified
3920,unspecified
3919,unspecified
3893,unspecified
3884,unspecified
3621,unspecified
3761,unspecified
3724,unspecified
3726,unspecified
3741,unspecified
3725,unspecified
3719,unspecified
3620,unspecified
3453,unspecified
3672,unspecified
3370,unspecified
3580,unspecified
3581,unspecified
3408,unspecified
3410,unspecified
3432,unspecified
3395,unspecified
3294,unspecified
3115,unspecified
12534,Dual
12263,Dual
12264,Dual
11838,Dual
11521,Dual
11522,unspecified
11174,Dual
11064,unspecified
10851,Single
10851,Dual
10698,Single
10698,Dual
10707,Dual
10396,Single
10396,Dual
10096,Dual
10095,Single
10095,Dual
10091,Single
10091,Dual
9840,Single
9840,Dual
9543,Single
9543,Dual
9591,Single
9591,Dual
9353,Single
9353,Dual
9592,Single
9592,Dual
9268,Single
9268,Dual
9232,Single
9232,Dual
9166,Single
9166,Dual
9081,Single
9081,Dual
9082,Single
9082,Dual
8985,Single
8985,Dual
8986,Single
8986,Dual
8987,Single
8987,Dual
8804,Single
8804,Dual
8840,Single
8840,Dual
8610,unspecified
8619,Single
8619,Dual
8599,Single
8599,Dual
8593,Single
8593,Dual
8595,Single
8595,Dual
8596,Single
8596,Dual
8292,unspecified
8313,Single
8313,Dual
8113,Single
8113,Dual
8102,Single
8102,Dual
7949,Single
7949,Dual
7948,Single
7948,Dual
7957,Dual
7950,unspecified
7538,Dual
7536,unspecified
7537,Dual
7534,unspecified
7535,unspecified
7465,Dual
7464,unspecified
7466,Dual
7463,unspecified
7257,Dual
6878,unspecified
7228,Dual
7227,unspecified
7100,Dual
7068,unspecified
7069,unspecified
7059,unspecified
7060,Dual
7031,Dual
6882,unspecified
6663,Dual
6634,unspecified
6633,unspecified
6632,Dual
6796,unspecified
6539,unspecified
6582,unspecified
6538,unspecified
6489,Dual
6488,unspecified
6456,unspecified
6408,unspecified
6146,unspecified
6162,Dual
6145,unspecified
6161,unspecified
6144,unspecified
5967,Dual
5966,unspecified
5968,Dual
5950,unspecified
5753,unspecified
5596,unspecified
5540,unspecified
5541,Dual
5497,Single
5497,Dual
5421,unspecified
5363,unspecified
5364,unspecified
5204,unspecified
5203,unspecified
5148,Dual
5149,unspecified
5015,unspecified
4958,unspecified
4930,unspecified
4959,unspecified
4899,unspecified
4894,unspecified
4832,Dual
4718,unspecified
4831,unspecified
4782,unspecified
4781,unspecified
4775,unspecified
4774,unspecified
4773,unspecified
4772,unspecified
4647,unspecified
4408,unspecified
4437,unspecified
4436,unspecified
4369,unspecified
4798,unspecified
4412,unspecified
12572,Dual
12581,Dual
12776,Dual
12714,Dual
12715,Dual
12716,Dual
12697,Dual
12689,Dual
12684,Dual
12388,Dual
12389,Dual
12582,Dual
12470,Dual
12245,Dual
12134,Dual
12257,Dual
12258,Dual
12218,Dual
12209,Dual
12181,Dual
12197,Dual
12124,Dual
12188,Dual
12072,Dual
12094,Dual
12092,Dual
12063,Dual
12053,Dual
12045,Dual
12047,Dual
11953,Dual
11954,Dual
11955,Dual
11956,Dual
11887,Dual
11888,Dual
11904,Dual
11909,Dual
11906,Dual
11855,Dual
11834,Dual
11848,Dual
11832,Dual
11850,Dual
11869,Dual
11819,Dual
11762,Dual
11580,Dual
11472,Dual
11652,Dual
11551,Dual
11519,Dual
11427,Dual
11479,Dual
11487,Dual
11453,Dual
11454,Dual
11455,Dual
11449,Dual
11419,Dual
11425,Dual
11180,Dual
11372,Dual
11430,Dual
11431,Dual
11287,Dual
11285,Dual
11292,Dual
11412,Dual
11395,Dual
11396,Dual
11371,Dual
11388,Dual
11362,Dual
11357,Dual
11333,Dual
11334,Dual
11335,Dual
11336,Dual
11186,Dual
11193,Dual
11159,Dual
11181,Dual
11152,Dual
11153,Dual
11137,Dual
11119,Dual
11129,Dual
11128,Dual
11134,Dual
11127,Dual
11100,Dual
11099,Dual
11101,Dual
11079,Dual
11060,Dual
11040,Dual
10949,Dual
11008,Dual
10930,Dual
10919,Dual
10857,Dual
10880,Dual
10867,Dual
10737,Dual
10777,Dual
10815,Dual
10665,Dual
10805,Dual
10714,Dual
10802,Dual
10758,Dual
10780,Dual
10662,Dual
10768,Dual
10769,Dual
10247,Dual
10770,Dual
10771,Dual
10752,Dual
10727,Dual
10728,Dual
10661,Dual
10670,Dual
10615,Dual
10616,Dual
10582,Dual
10581,Dual
10609,Dual
10599,Dual
10517,Dual
10437,Dual
10473,Dual
10480,Dual
10591,Dual
10399,Dual
10461,Dual
10415,Dual
10398,Dual
10361,Dual
10349,Dual
10350,Dual
10318,Dual
10279,Dual
10277,Dual
10278,Dual
10233,Dual
10267,Dual
10266,Dual
10202,Dual
10200,Dual
10220,Dual
10235,Dual
10217,Dual
10192,Dual
10183,Dual
10207,Dual
10159,Dual
10150,Dual
10140,Dual
10147,Dual
10126,Dual
10120,Dual
10109,Dual
10110,Dual
10055,Single
10055,Dual
10082,Single
10082,Dual
10169,Dual
10078,Dual
9991,Dual
9979,Dual
9946,Dual
9945,Dual
9936,Dual
9935,Dual
9800,Dual
9897,Dual
9892,Dual
9891,Dual
9884,Dual
9862,Dual
9812,Dual
9779,Dual
9769,Dual
9716,Dual
9759,Dual
9749,Dual
9791,Dual
9738,Dual
9720,Dual
9708,Dual
9707,Dual
9639,Dual
9498,Dual
9521,Dual
9602,unspecified
9584,Dual
9583,Dual
9507,Dual
9534,Dual
9513,Dual
9499,Dual
9382,Dual
9378,Dual
9333,Dual
9329,Dual
9293,Dual
9140,Dual
9247,Dual
8963,Dual
9249,unspecified
9237,Dual
9217,Dual
9219,Dual
9185,Dual
9067,Dual
9120,Dual
8893,Dual
9164,Dual
8959,Dual
8768,Dual
8898,Dual
8753,Dual
8818,Dual
8707,Dual
8529,Dual
8776,Dual
8582,Dual
8608,Dual
8477,unspecified
8439,Dual
8580,Dual
8531,Dual
8420,Dual
8419,Dual
8263,Dual
8400,Dual
8014,Dual
8350,Dual
7260,Dual
8291,Dual
8233,Dual
8212,Dual
8250,Dual
8150,Dual
8007,Dual
7962,Dual
7863,Dual
7862,Dual
7822,Dual
7769,Dual
7512,Dual
6992,Dual
7710,Dual
7480,Dual
7211,Dual
6952,Dual
6944,Dual
7159,Dual
6884,Dual
6866,unspecified
6561,unspecified
6518,unspecified
6365,unspecified
6217,Dual
5678,unspecified
6373,Dual
5609,Dual
5397,unspecified
4928,unspecified
4929,unspecified
12751,Dual
12708,Dual
12712,Dual
12613,Dual
12612,Dual
12611,Dual
12435,Dual
12428,Dual
12399,Dual
12398,Dual
12455,Dual
12157,Dual
12096,Dual
12042,Dual
12015,Dual
12006,Dual
12005,Dual
11944,Dual
11917,Dual
11698,Dual
11649,Dual
11664,Dual
11660,Dual
11958,Dual
11612,Dual
11611,Dual
11516,Dual
11379,Dual
11579,Dual
11364,Dual
11363,Dual
11700,unspecified
11243,Dual
11240,Dual
11946,Dual
11203,Dual
11083,Dual
11082,Dual
11009,Dual
10929,Dual
10914,Dual
10885,Dual
10837,Dual
10858,Dual
10798,Dual
10820,Dual
10821,Dual
10772,Dual
10706,unspecified
10613,Dual
10614,Dual
10571,Dual
10567,Dual
11728,Dual
11197,Dual
11729,unspecified
11723,unspecified
10339,Dual
10282,Dual
10281,Dual
11725,unspecified
11724,unspecified
10193,Dual
10284,Dual
10139,Dual
11705,unspecified
10070,unspecified
9955,Dual
9954,Dual
9921,Dual
9839,Dual
9780,Dual
9712,Dual
9713,Dual
9714,Dual
9692,Dual
9610,Dual
9695,Dual
9433,Dual
9347,Dual
9171,Dual
9174,Dual
9701,Dual
9697,Dual
9161,Dual
9133,Dual
9110,Dual
9088,Dual
8971,Dual
9038,Dual
8970,Dual
9033,unspecified
8913,unspecified
8902,unspecified
8901,Dual
8896,Dual
8838,Dual
8290,unspecified
8895,unspecified
8894,unspecified
8793,Dual
8779,unspecified
8752,Dual
8748,Dual
8746,Dual
8747,Dual
8677,Dual
8658,Dual
8660,unspecified
8615,Dual
8609,Dual
8607,Dual
8600,Dual
8601,Dual
8562,Dual
8504,Dual
8501,Dual
8401,Dual
8638,unspecified
8387,Dual
8232,Dual
8300,unspecified
8182,Dual
8092,Dual
8067,Dual
8091,Dual
8548,unspecified
8044,Dual
8063,Dual
7963,Dual
8293,Dual
7943,Dual
9152,Dual
8143,Dual
7944,Dual
7868,Dual
7852,unspecified
7853,unspecified
7761,Dual
7686,unspecified
7670,Dual
7646,Dual
7572,unspecified
7485,Dual
7441,Dual
7430,unspecified
7428,Dual
7422,unspecified
8114,unspecified
7481,unspecified
7656,unspecified
7790,unspecified
7355,unspecified
8244,Dual
7294,Dual
7207,Dual
7168,Dual
7116,Dual
7149,Dual
7891,Dual
7057,Dual
7058,Dual
7056,Dual
6954,Dual
6914,unspecified
6898,unspecified
6847,unspecified
6697,unspecified
6641,unspecified
6607,unspecified
6491,Dual
6492,Dual
6367,Single
6367,Dual
6579,unspecified
6381,Dual
6324,unspecified
6236,Dual
6155,unspecified
5948,unspecified
5852,unspecified
5853,unspecified
5834,unspecified
5755,unspecified
5620,unspecified
5659,unspecified
5511,unspecified
5499,Single
5499,Dual
5376,Dual
5330,unspecified
5470,unspecified
5240,unspecified
5173,unspecified
5133,unspecified
5647,unspecified
4893,unspecified
5004,unspecified
4983,unspecified
4962,unspecified
4873,unspecified
4597,Dual
4585,unspecified
4586,unspecified
4598,Dual
4608,unspecified
4506,unspecified
4467,unspecified
4304,unspecified
4290,unspecified
3391,unspecified
