Device_id,Communication Type
5353,Bluetooth
5353,Positioning
5353,USB
5353,WLAN
5352,Bluetooth
5352,Positioning
5352,USB
5352,WLAN
5241,Bluetooth
5241,Positioning
5241,Radio
5241,USB
5241,WLAN
5244,Bluetooth
5244,Positioning
5244,Radio
5244,USB
5244,WLAN
5247,Bluetooth
5247,USB
5247,WLAN
5463,Bluetooth
5463,Positioning
5463,Radio
5463,USB
5463,WLAN
5462,Bluetooth
5462,Positioning
5462,Radio
5462,USB
5462,WLAN
5245,Bluetooth
5245,Positioning
5245,Radio
5245,USB
5245,WLAN
5333,Bluetooth
5333,Positioning
5333,Radio
5333,USB
5333,WLAN
5246,Bluetooth
5246,Positioning
5246,Radio
5246,USB
5246,WLAN
5243,Bluetooth
5243,Positioning
5243,Radio
5243,USB
5243,WLAN
5140,Bluetooth
5140,Positioning
5140,Radio
5140,USB
5140,WLAN
5095,Bluetooth
5095,Positioning
5095,Radio
5095,USB
5095,WLAN
5094,Bluetooth
5094,Positioning
5094,Radio
5094,USB
5094,WLAN
5060,Bluetooth
5060,Positioning
5060,Radio
5060,USB
5060,WLAN
4985,Bluetooth
4985,Positioning
4985,USB
4985,WLAN
4956,Bluetooth
4956,Positioning
4956,Radio
4956,USB
4956,WLAN
4911,Bluetooth
4911,Positioning
4911,Radio
4911,USB
4911,WLAN
4424,Bluetooth
4424,Positioning
4424,USB
4424,WLAN
4445,Bluetooth
4445,Positioning
4445,USB
4445,WLAN
10742,Bluetooth
10742,Positioning
10742,Radio
10742,USB
10742,WLAN
10743,Bluetooth
10743,Positioning
10743,Radio
10743,USB
10743,WLAN
10744,Bluetooth
10744,Positioning
10744,Radio
10744,USB
10744,WLAN
10585,Bluetooth
10585,Positioning
10585,Radio
10585,USB
10585,WLAN
10586,Bluetooth
10586,Positioning
10586,Radio
10586,USB
10586,WLAN
10597,Bluetooth
10597,Positioning
10597,Radio
10597,USB
10597,WLAN
10451,Bluetooth
10451,Positioning
10451,USB
10451,WLAN
10382,Bluetooth
10382,Positioning
10382,USB
10382,WLAN
10090,Bluetooth
10090,Positioning
10090,Radio
10090,USB
10090,WLAN
9828,Bluetooth
9828,Positioning
9828,USB
9828,WLAN
9753,Bluetooth
9753,Positioning
9753,Radio
9753,USB
9753,WLAN
9752,Bluetooth
9752,Positioning
9752,Radio
9752,USB
9752,WLAN
9751,Bluetooth
9751,Positioning
9751,Radio
9751,USB
9751,WLAN
9758,Bluetooth
9758,Positioning
9758,USB
9758,WLAN
9544,Bluetooth
9544,Positioning
9544,USB
9544,WLAN
9309,Bluetooth
9309,Positioning
9309,Radio
9309,USB
9309,WLAN
9122,Bluetooth
9122,Positioning
9122,USB
9122,WLAN
10072,Bluetooth
10072,Positioning
10072,Radio
10072,USB
10072,WLAN
9073,Bluetooth
9073,Positioning
9073,Radio
9073,USB
9073,WLAN
9047,Bluetooth
9047,Positioning
9047,Radio
9047,USB
9047,WLAN
8780,Bluetooth
8780,Positioning
8780,USB
8780,WLAN
8584,Bluetooth
8584,Positioning
8584,Radio
8584,USB
8584,WLAN
8679,Bluetooth
8679,Positioning
8679,Radio
8679,USB
8679,WLAN
8678,Bluetooth
8678,Positioning
8678,Radio
8678,USB
8678,WLAN
8817,Bluetooth
8817,Positioning
8817,Radio
8817,USB
8817,WLAN
8489,Bluetooth
8489,Positioning
8489,Radio
8489,USB
8489,WLAN
8488,Bluetooth
8488,Positioning
8488,Radio
8488,USB
8488,WLAN
8159,Bluetooth
8159,Positioning
8159,Radio
8159,USB
8159,WLAN
8081,Bluetooth
8081,Positioning
8081,USB
8081,WLAN
8133,Bluetooth
8133,Positioning
8133,Radio
8133,USB
8133,WLAN
8132,Bluetooth
8132,Positioning
8132,Radio
8132,USB
8132,WLAN
8085,Bluetooth
8085,Positioning
8085,USB
8085,WLAN
7980,Bluetooth
7980,Positioning
7980,Radio
7980,USB
7980,WLAN
8269,Bluetooth
8269,Positioning
8269,Radio
8269,USB
8269,WLAN
7848,Bluetooth
7848,Positioning
7848,Radio
7848,USB
7848,WLAN
7883,Bluetooth
7883,Positioning
7883,Radio
7883,USB
7883,WLAN
7773,Bluetooth
7773,Positioning
7773,USB
7773,WLAN
7575,Bluetooth
7575,Positioning
7575,Radio
7575,USB
7575,WLAN
7496,Bluetooth
7496,Infrared port
7496,Positioning
7496,USB
7496,WLAN
7451,Bluetooth
7451,Positioning
7451,Radio
7451,USB
7451,WLAN
7442,Bluetooth
7442,Positioning
7442,USB
7442,WLAN
7437,Bluetooth
7437,Positioning
7437,Radio
7437,USB
7437,WLAN
7051,Bluetooth
7051,Positioning
7051,Radio
7051,USB
7051,WLAN
7053,Bluetooth
7053,Positioning
7053,Radio
7053,USB
7053,WLAN
7054,Bluetooth
7054,Positioning
7054,Radio
7054,USB
7054,WLAN
6812,Bluetooth
6812,Positioning
6812,USB
6812,WLAN
6776,Bluetooth
6776,Positioning
6776,Radio
6776,USB
6776,WLAN
6709,Bluetooth
6709,Positioning
6709,USB
6709,WLAN
6606,Bluetooth
6606,Positioning
6606,Radio
6606,USB
6606,WLAN
6555,Bluetooth
6555,Positioning
6555,Radio
6555,USB
6555,WLAN
6593,Bluetooth
6593,Positioning
6593,Radio
6593,USB
6593,WLAN
6575,Bluetooth
6575,Infrared port
6575,Positioning
6575,USB
6575,WLAN
6554,Bluetooth
6554,Infrared port
6554,Positioning
6554,USB
6554,WLAN
6315,Bluetooth
6315,Positioning
6315,Radio
6315,USB
6315,WLAN
6353,Bluetooth
6353,Infrared port
6353,Positioning
6353,USB
6353,WLAN
6352,Bluetooth
6352,Infrared port
6352,Positioning
6352,USB
6352,WLAN
7038,Bluetooth
7038,Positioning
7038,Radio
7038,USB
7038,WLAN
6307,Bluetooth
6307,Positioning
6307,Radio
6307,USB
6307,WLAN
6173,Bluetooth
6173,Infrared port
6173,Positioning
6173,USB
6173,WLAN
6077,Bluetooth
6077,Infrared port
6077,Positioning
6077,Radio
6077,USB
6077,WLAN
6171,Bluetooth
6171,Infrared port
6171,Positioning
6171,Radio
6171,USB
6171,WLAN
6101,Bluetooth
6101,Positioning
6101,Radio
6101,USB
6101,WLAN
6286,Bluetooth
6286,Positioning
6286,Radio
6286,USB
6286,WLAN
6102,Bluetooth
6102,Positioning
6102,Radio
6102,USB
6102,WLAN
6032,Bluetooth
6032,Positioning
6032,Radio
6032,USB
6032,WLAN
5772,Bluetooth
5772,Infrared port
5772,Positioning
5772,Radio
5772,USB
5772,WLAN
5736,Bluetooth
5736,Infrared port
5736,Positioning
5736,Radio
5736,USB
5736,WLAN
5750,Bluetooth
5750,Positioning
5750,Radio
5750,USB
5750,WLAN
5673,Bluetooth
5673,Infrared port
5673,Positioning
5673,USB
5673,WLAN
5649,Bluetooth
5649,Positioning
5649,WLAN
5602,Bluetooth
5602,Positioning
5602,USB
5602,WLAN
5488,Bluetooth
5488,Positioning
5488,Radio
5488,USB
5488,WLAN
5487,Bluetooth
5487,Positioning
5487,Radio
5487,USB
5487,WLAN
5554,Bluetooth
5554,Positioning
5554,USB
5554,WLAN
5390,Bluetooth
5390,Positioning
5390,USB
5390,WLAN
5315,Bluetooth
5315,Positioning
5315,Radio
5315,USB
5315,WLAN
5372,Bluetooth
5372,Positioning
5372,Radio
5372,USB
5372,WLAN
5373,Bluetooth
5373,Positioning
5373,Radio
5373,USB
5373,WLAN
5389,Bluetooth
5389,Positioning
5389,Radio
5389,USB
5389,WLAN
5292,Bluetooth
5292,Positioning
5292,Radio
5292,USB
5292,WLAN
5608,Bluetooth
5608,Positioning
5608,Radio
5608,USB
5608,WLAN
5025,Bluetooth
5025,Positioning
5025,USB
5025,WLAN
4982,Bluetooth
4982,Positioning
4982,USB
4982,WLAN
4964,Bluetooth
4964,Radio
4964,USB
4964,WLAN
4948,Bluetooth
4948,Positioning
4948,USB
4948,WLAN
4835,Bluetooth
4835,Positioning
4835,Radio
4835,USB
4835,WLAN
4717,Bluetooth
4717,Positioning
4717,USB
4717,WLAN
4653,Bluetooth
4653,Positioning
4653,USB
4653,WLAN
4649,Bluetooth
4649,Positioning
4649,USB
4649,WLAN
4461,Bluetooth
4461,Positioning
4461,Radio
4461,USB
4461,WLAN
4430,Bluetooth
4430,Positioning
4430,USB
4430,WLAN
4329,Bluetooth
4329,Positioning
4329,USB
4329,WLAN
4353,Bluetooth
4353,Positioning
4353,USB
4353,WLAN
4257,Bluetooth
4257,Positioning
4257,Radio
4257,USB
4257,WLAN
4213,Bluetooth
4213,Positioning
4213,USB
4213,WLAN
4201,Bluetooth
4201,Positioning
4201,USB
4201,WLAN
4140,Bluetooth
4140,Positioning
4140,USB
4140,WLAN
4157,Bluetooth
4157,Positioning
4157,Radio
4157,USB
4157,WLAN
4067,Bluetooth
4067,Positioning
4067,Radio
4067,USB
4067,WLAN
4309,Bluetooth
4309,Positioning
4309,Radio
4309,USB
4309,WLAN
4289,Bluetooth
4289,Positioning
4289,USB
4289,WLAN
4287,Bluetooth
4287,Positioning
4287,Radio
4287,USB
4287,WLAN
4037,Bluetooth
4037,Positioning
4037,Radio
4037,USB
4037,WLAN
4040,Bluetooth
4040,Positioning
4040,Radio
4040,USB
4040,WLAN
3886,Bluetooth
3886,Positioning
3886,Radio
3886,USB
3886,WLAN
3759,Bluetooth
3759,Positioning
3759,USB
3759,WLAN
3704,Bluetooth
3704,Positioning
3704,Radio
3704,USB
3704,WLAN
3762,Bluetooth
3762,Positioning
3762,Radio
3762,USB
3762,WLAN
3598,Bluetooth
3598,Positioning
3598,Radio
3598,USB
3598,WLAN
3731,Bluetooth
3731,Positioning
3731,USB
3731,WLAN
3558,Bluetooth
3558,Positioning
3558,Radio
3558,USB
3558,WLAN
3532,Bluetooth
3532,Positioning
3532,Radio
3532,USB
3532,WLAN
3516,Bluetooth
3516,Positioning
3516,Radio
3516,USB
3516,WLAN
3081,Bluetooth
3081,Positioning
3081,Radio
3081,USB
3081,WLAN
12471,Bluetooth
12471,Positioning
12471,USB
12471,WLAN
12321,Bluetooth
12321,Positioning
12321,Radio
12321,USB
12321,WLAN
12184,Bluetooth
12184,Positioning
12184,Radio
12184,USB
12184,WLAN
12139,Bluetooth
12139,Positioning
12139,Radio
12139,USB
12139,WLAN
12085,Bluetooth
12085,Positioning
12085,Radio
12085,USB
12085,WLAN
11825,Bluetooth
11825,Positioning
11825,Radio
11825,USB
11825,WLAN
11669,Bluetooth
11669,Positioning
11669,USB
11669,WLAN
11644,Bluetooth
11644,Positioning
11644,Radio
11644,USB
11644,WLAN
11629,Bluetooth
11629,Positioning
11629,Radio
11629,USB
11629,WLAN
11381,Bluetooth
11381,Positioning
11381,Radio
11381,USB
11381,WLAN
11380,Bluetooth
11380,Positioning
11380,Radio
11380,USB
11380,WLAN
11382,Bluetooth
11382,Positioning
11382,Radio
11382,USB
11382,WLAN
10967,Bluetooth
10967,Positioning
10967,Radio
10967,USB
10967,WLAN
11019,Bluetooth
11019,Positioning
11019,Radio
11019,USB
11019,WLAN
10959,Bluetooth
10959,Positioning
10959,Radio
10959,USB
10959,WLAN
10955,Bluetooth
10955,Positioning
10955,Radio
10955,USB
10955,WLAN
10842,Bluetooth
10842,Positioning
10842,Radio
10842,USB
10842,WLAN
10843,Bluetooth
10843,Positioning
10843,Radio
10843,USB
10843,WLAN
10844,Bluetooth
10844,Positioning
10844,Radio
10844,USB
10844,WLAN
10700,Bluetooth
10700,Positioning
10700,Radio
10700,USB
10700,WLAN
10584,Bluetooth
10584,Positioning
10584,Radio
10584,USB
10584,WLAN
10547,Bluetooth
10547,Positioning
10547,Radio
10547,USB
10547,WLAN
10460,Bluetooth
10460,Positioning
10460,Radio
10460,USB
10460,WLAN
10351,Bluetooth
10351,Positioning
10351,Radio
10351,USB
10351,WLAN
10273,Bluetooth
10273,Positioning
10273,Radio
10273,USB
10273,WLAN
10275,Bluetooth
10275,Positioning
10275,Radio
10275,USB
10275,WLAN
10274,Bluetooth
10274,Positioning
10274,Radio
10274,USB
10274,WLAN
10143,Bluetooth
10143,Positioning
10143,Radio
10143,USB
10143,WLAN
9993,Bluetooth
9993,Positioning
9993,Radio
9993,USB
9993,WLAN
9988,Bluetooth
9988,Positioning
9988,Radio
9988,USB
9988,WLAN
9731,Bluetooth
9731,Positioning
9731,Radio
9731,USB
9731,WLAN
9652,Bluetooth
9652,Positioning
9652,Radio
9652,USB
9652,WLAN
10619,Bluetooth
10619,Positioning
10619,Radio
10619,USB
10619,WLAN
9604,Bluetooth
9604,Positioning
9604,Radio
9604,USB
9604,WLAN
9538,Bluetooth
9538,Positioning
9538,Radio
9538,USB
9538,WLAN
9178,Bluetooth
9178,Positioning
9178,Radio
9178,USB
9178,WLAN
9246,Bluetooth
9246,Positioning
9246,Radio
9246,USB
9246,WLAN
9216,Bluetooth
9216,Positioning
9216,Radio
9216,USB
9216,WLAN
9052,Bluetooth
9052,Positioning
9052,Radio
9052,USB
9052,WLAN
8513,Bluetooth
8513,Positioning
8513,Radio
8513,USB
8513,WLAN
6877,Bluetooth
6877,Positioning
6877,Radio
6877,USB
6877,WLAN
6814,Bluetooth
6814,USB
6814,WLAN
6524,Bluetooth
6524,Positioning
6524,Radio
6524,USB
6524,WLAN
6523,Bluetooth
6523,Positioning
6523,Radio
6523,USB
6523,WLAN
6383,Bluetooth
6383,Positioning
6383,Radio
6383,USB
6383,WLAN
6254,Bluetooth
6254,Positioning
6254,Radio
6254,USB
6254,WLAN
6255,Bluetooth
6255,Positioning
6255,Radio
6255,USB
6255,WLAN
6232,Bluetooth
6232,Positioning
6232,Radio
6232,USB
6232,WLAN
6148,Bluetooth
6148,Positioning
6148,Radio
6148,USB
6148,WLAN
6147,Bluetooth
6147,Positioning
6147,Radio
6147,USB
6147,WLAN
6067,Bluetooth
6067,Positioning
6067,Radio
6067,USB
6067,WLAN
5869,Bluetooth
5869,Positioning
5869,Radio
5869,USB
5869,WLAN
5791,Bluetooth
5791,Positioning
5791,Radio
5791,USB
5791,WLAN
5438,Bluetooth
5438,Positioning
5438,Radio
5438,USB
5438,WLAN
5322,Bluetooth
5322,Positioning
5322,Radio
5322,USB
5322,WLAN
5150,Bluetooth
5150,Positioning
5150,Radio
5150,USB
5150,WLAN
5069,Bluetooth
5069,Positioning
5069,Radio
5069,USB
5069,WLAN
4662,Bluetooth
4662,Positioning
4662,Radio
4662,USB
4662,WLAN
4576,Bluetooth
4576,Positioning
4576,Radio
4576,USB
4576,WLAN
4578,Bluetooth
4578,Positioning
4578,Radio
4578,USB
4578,WLAN
4275,Bluetooth
4275,Positioning
4275,Radio
4275,USB
4275,WLAN
4240,Bluetooth
4240,Positioning
4240,Radio
4240,USB
4240,WLAN
4372,Bluetooth
4372,Positioning
4372,Radio
4372,USB
4372,WLAN
4276,Bluetooth
4276,Positioning
4276,Radio
4276,USB
4276,WLAN
4220,Bluetooth
4220,Positioning
4220,Radio
4220,USB
4220,WLAN
4223,Bluetooth
4223,Positioning
4223,Radio
4223,USB
4222,Bluetooth
4222,Positioning
4222,Radio
4222,USB
3578,Bluetooth
3578,Positioning
3578,Radio
3578,USB
3578,WLAN
3545,Bluetooth
3545,Positioning
3545,Radio
3545,USB
3545,WLAN
3524,Bluetooth
3524,Positioning
3524,Radio
3524,USB
3524,WLAN
3397,Bluetooth
3397,Positioning
3397,Radio
3397,USB
3397,WLAN
3390,Bluetooth
3390,Radio
3390,USB
3252,Bluetooth
3252,Positioning
3252,Radio
3252,USB
3252,WLAN
3109,Bluetooth
3109,Positioning
3109,Radio
3109,USB
3109,WLAN
12616,Bluetooth
12616,Positioning
12616,USB
12616,WLAN
12583,Bluetooth
12583,Positioning
12583,USB
12583,WLAN
11945,Bluetooth
11945,Positioning
11945,USB
11945,WLAN
11633,Bluetooth
11633,Positioning
11633,USB
11633,WLAN
11244,Bluetooth
11244,Positioning
11244,USB
11244,WLAN
11215,Bluetooth
11215,Positioning
11215,USB
11215,WLAN
11124,Bluetooth
11124,Positioning
11124,Radio
11124,USB
11124,WLAN
11087,Bluetooth
11087,Positioning
11087,Radio
11087,USB
11087,WLAN
10996,Bluetooth
10996,Positioning
10996,Radio
10996,USB
10996,WLAN
10900,Bluetooth
10900,Positioning
10900,USB
10900,WLAN
10825,Bluetooth
10825,Positioning
10825,Radio
10825,USB
10825,WLAN
10824,Bluetooth
10824,Positioning
10824,Radio
10824,USB
10824,WLAN
10578,Bluetooth
10578,Positioning
10578,USB
10578,WLAN
10663,Bluetooth
10663,Positioning
10663,Radio
10663,USB
10663,WLAN
10709,Bluetooth
10709,Positioning
10709,USB
10709,WLAN
10708,Bluetooth
10708,Positioning
10708,Radio
10708,USB
10708,WLAN
10603,Bluetooth
10603,Positioning
10603,USB
10603,WLAN
10580,Bluetooth
10580,Positioning
10580,Radio
10580,USB
10580,WLAN
10496,Bluetooth
10496,Positioning
10496,Radio
10496,USB
10496,WLAN
10498,Bluetooth
10498,Positioning
10498,Radio
10498,USB
10498,WLAN
10335,Bluetooth
10335,Positioning
10335,Radio
10335,USB
10335,WLAN
10316,Bluetooth
10316,Positioning
10316,Radio
10316,USB
10316,WLAN
10314,Bluetooth
10314,Positioning
10314,Radio
10314,USB
10314,WLAN
10216,Bluetooth
10216,Positioning
10216,Radio
10216,USB
10216,WLAN
10208,Bluetooth
10208,Positioning
10208,Radio
10208,USB
10208,WLAN
10483,Bluetooth
10483,Positioning
10483,USB
10483,WLAN
10124,Bluetooth
10124,Positioning
10124,Radio
10124,USB
10124,WLAN
10132,Bluetooth
10132,Positioning
10132,Radio
10132,USB
10132,WLAN
10004,Bluetooth
10004,Positioning
10004,USB
10004,WLAN
9999,Bluetooth
9999,Positioning
9999,Radio
9999,USB
9999,WLAN
9852,Bluetooth
9852,Positioning
9852,Radio
9852,USB
9852,WLAN
9861,Bluetooth
9861,Positioning
9861,Radio
9861,USB
9861,WLAN
9793,Bluetooth
9793,Positioning
9793,Radio
9793,USB
9793,WLAN
9790,Bluetooth
9790,Positioning
9790,USB
9790,WLAN
9781,Bluetooth
9781,Positioning
9781,USB
9781,WLAN
9636,Bluetooth
9636,Positioning
9636,Radio
9636,USB
9636,WLAN
9505,Bluetooth
9505,Positioning
9505,Radio
9505,USB
9505,WLAN
9508,Bluetooth
9508,Positioning
9508,Radio
9508,USB
9508,WLAN
9579,Bluetooth
9579,Positioning
9579,Radio
9579,USB
9579,WLAN
9580,Bluetooth
9580,Positioning
9580,Radio
9580,USB
9580,WLAN
9581,Bluetooth
9581,Positioning
9581,USB
9581,WLAN
9665,Bluetooth
9665,Positioning
9665,USB
9665,WLAN
9352,Bluetooth
9352,Positioning
9352,Radio
9352,USB
9352,WLAN
9397,Bluetooth
9397,Positioning
9397,Radio
9397,USB
9397,WLAN
9255,Bluetooth
9255,Positioning
9255,Radio
9255,USB
9255,WLAN
9260,Bluetooth
9260,Positioning
9260,Radio
9260,USB
9260,WLAN
8928,Bluetooth
8928,Positioning
8928,Radio
8928,USB
8928,WLAN
9205,Bluetooth
9205,Positioning
9205,Radio
9205,USB
9205,WLAN
9203,Bluetooth
9203,Positioning
9203,Radio
9203,USB
9203,WLAN
9204,Bluetooth
9204,Positioning
9204,Radio
9204,USB
9204,WLAN
9153,Bluetooth
9153,Positioning
9153,Radio
9153,USB
9153,WLAN
9135,Bluetooth
9135,Positioning
9135,Radio
9135,USB
9135,WLAN
8904,Bluetooth
8904,Positioning
8904,Radio
8904,USB
8904,WLAN
8900,Bluetooth
8900,Positioning
8900,Radio
8900,USB
8900,WLAN
8725,Bluetooth
8725,Positioning
8725,USB
8725,WLAN
8789,Bluetooth
8789,Positioning
8789,Radio
8789,USB
8789,WLAN
8778,Bluetooth
8778,Positioning
8778,USB
8778,WLAN
8684,Bluetooth
8684,Positioning
8684,Radio
8684,USB
8684,WLAN
9331,Bluetooth
9331,Positioning
9331,USB
9331,WLAN
8682,Bluetooth
8682,Positioning
8682,Radio
8682,USB
8682,WLAN
8397,Bluetooth
8397,Positioning
8397,Radio
8397,USB
8397,WLAN
8486,Bluetooth
8486,Positioning
8486,Radio
8486,USB
8486,WLAN
8385,Bluetooth
8385,Positioning
8385,Radio
8385,USB
8385,WLAN
8424,Bluetooth
8424,Positioning
8424,Radio
8424,USB
8424,WLAN
8265,Bluetooth
8265,Positioning
8265,Radio
8265,USB
8265,WLAN
8342,Bluetooth
8342,Positioning
8342,Radio
8342,USB
8342,WLAN
8314,Bluetooth
8314,Positioning
8314,Radio
8314,USB
8314,WLAN
8288,Bluetooth
8288,Positioning
8288,Radio
8288,USB
8288,WLAN
8140,Bluetooth
8140,Positioning
8140,Radio
8140,USB
8140,WLAN
8192,Bluetooth
8192,Positioning
8192,Radio
8192,USB
8192,WLAN
8186,Bluetooth
8186,Positioning
8186,Radio
8186,USB
8186,WLAN
8228,Bluetooth
8228,Positioning
8228,Radio
8228,USB
8228,WLAN
8083,Bluetooth
8083,Positioning
8083,Radio
8083,USB
8083,WLAN
7880,Bluetooth
7880,Positioning
7880,USB
7880,WLAN
7768,Bluetooth
7768,Positioning
7768,Radio
7768,USB
7768,WLAN
7879,Bluetooth
7879,Positioning
7879,USB
7879,WLAN
7864,Bluetooth
7864,Positioning
7864,Radio
7864,USB
7864,WLAN
8022,Bluetooth
8022,Positioning
8022,Radio
8022,USB
8022,WLAN
7679,Bluetooth
7679,Positioning
7679,Radio
7679,USB
7679,WLAN
7648,Bluetooth
7648,Positioning
7648,Radio
7648,USB
7648,WLAN
7273,Bluetooth
7273,Positioning
7273,Radio
7273,USB
7273,WLAN
7673,Bluetooth
7673,Positioning
7673,Radio
7673,USB
7673,WLAN
7453,Bluetooth
7453,Positioning
7453,USB
7453,WLAN
7506,Bluetooth
7506,Positioning
7506,Radio
7506,USB
7506,WLAN
7395,Bluetooth
7395,Positioning
7395,Radio
7395,USB
7395,WLAN
8785,Bluetooth
8785,Positioning
8785,Radio
8785,USB
8785,WLAN
7134,Bluetooth
7134,Positioning
7134,USB
7134,WLAN
8883,Bluetooth
8883,Positioning
8883,USB
8883,WLAN
7121,Bluetooth
7121,Positioning
7121,USB
7121,WLAN
6907,Bluetooth
6907,Positioning
6907,Radio
6907,USB
6907,WLAN
7110,Bluetooth
7110,Positioning
7110,USB
7110,WLAN
6894,Bluetooth
6894,Positioning
6894,Radio
6894,USB
6894,WLAN
6905,Bluetooth
6905,Positioning
6905,Radio
6905,USB
6905,WLAN
6906,Bluetooth
6906,Positioning
6906,Radio
6906,USB
6906,WLAN
6725,Bluetooth
6725,Positioning
6725,Radio
6725,USB
6725,WLAN
6790,Bluetooth
6790,Positioning
6790,Radio
6790,USB
6790,WLAN
6563,Bluetooth
6563,Infrared port
6563,Positioning
6563,USB
6563,WLAN
6662,Bluetooth
6662,Positioning
6662,Radio
6662,USB
6662,WLAN
6534,Bluetooth
6534,Positioning
6534,Radio
6534,USB
6534,WLAN
6391,Bluetooth
6391,Radio
6391,USB
6391,WLAN
6479,Bluetooth
6479,Positioning
6479,Radio
6479,USB
6479,WLAN
6480,Bluetooth
6480,Positioning
6480,Radio
6480,USB
6480,WLAN
6481,Bluetooth
6481,Radio
6481,USB
6481,WLAN
6331,Bluetooth
6331,Positioning
6331,Radio
6331,USB
6331,WLAN
6435,Bluetooth
6435,Infrared port
6435,Positioning
6435,USB
6435,WLAN
6439,Bluetooth
6439,Infrared port
6439,Positioning
6439,USB
6439,WLAN
6433,Bluetooth
6433,Positioning
6433,Radio
6433,USB
6433,WLAN
6251,Bluetooth
6251,Infrared port
6251,Positioning
6251,USB
6251,WLAN
6250,Bluetooth
6250,Infrared port
6250,Positioning
6250,USB
6250,WLAN
6241,Bluetooth
6241,Infrared port
6241,Positioning
6241,USB
6241,WLAN
6249,Bluetooth
6249,Infrared port
6249,Positioning
6249,USB
6249,WLAN
6248,Bluetooth
6248,Infrared port
6248,Positioning
6248,USB
6248,WLAN
6240,Bluetooth
6240,Infrared port
6240,Positioning
6240,USB
6240,WLAN
6209,Bluetooth
6209,Positioning
6209,USB
6209,WLAN
6054,Bluetooth
6054,Positioning
6054,Radio
6054,USB
6054,WLAN
6015,Bluetooth
6015,Positioning
6015,USB
6015,WLAN
5975,Bluetooth
5975,Positioning
5975,USB
5975,WLAN
5969,Bluetooth
5969,Positioning
5969,USB
5969,WLAN
5958,Bluetooth
5958,Positioning
5958,Radio
5958,USB
5958,WLAN
6049,Bluetooth
6049,Infrared port
6049,Positioning
6049,USB
6049,WLAN
5946,Bluetooth
5946,Infrared port
5946,Positioning
5946,USB
5946,WLAN
5886,Bluetooth
5886,Positioning
5886,USB
5886,WLAN
5876,Bluetooth
5876,Positioning
5876,Radio
5876,USB
5876,WLAN
5862,Bluetooth
5862,Positioning
5862,Radio
5862,USB
5862,WLAN
5841,Bluetooth
5841,Positioning
5841,Radio
5841,USB
5841,WLAN
5749,Bluetooth
5749,Radio
5749,USB
5749,WLAN
5597,Bluetooth
5597,Positioning
5597,USB
5597,WLAN
5456,Bluetooth
5456,Infrared port
5456,Positioning
5456,USB
5456,WLAN
5468,Bluetooth
5468,Positioning
5468,USB
5468,WLAN
5419,Bluetooth
5419,Positioning
5419,Radio
5419,USB
5419,WLAN
5423,Bluetooth
5423,Positioning
5423,USB
5423,WLAN
5422,Bluetooth
5422,Infrared port
5422,Positioning
5422,USB
5422,WLAN
5396,Bluetooth
5396,Positioning
5396,USB
5396,WLAN
5394,Bluetooth
5394,Positioning
5394,USB
5394,WLAN
5392,Bluetooth
5392,Positioning
5392,Radio
5392,USB
5392,WLAN
5391,Bluetooth
5391,Positioning
5391,Radio
5391,USB
5391,WLAN
5314,Bluetooth
5314,Radio
5314,USB
5314,WLAN
5253,Bluetooth
5253,Infrared port
5253,Positioning
5253,USB
5253,WLAN
5280,Bluetooth
5280,Positioning
5280,Radio
5280,USB
5280,WLAN
5263,Bluetooth
5263,Positioning
5263,Radio
5263,USB
5263,WLAN
5163,Bluetooth
5163,Positioning
5163,Radio
5163,USB
5163,WLAN
5162,Bluetooth
5162,Positioning
5162,Radio
5162,USB
5162,WLAN
5111,Bluetooth
5111,Positioning
5111,USB
5111,WLAN
5027,Bluetooth
5027,Positioning
5027,Radio
5027,USB
5027,WLAN
5026,Bluetooth
5026,Positioning
5026,Radio
5026,USB
5026,WLAN
4961,Bluetooth
4961,Positioning
4961,USB
4961,WLAN
4957,Bluetooth
4957,Positioning
4957,USB
4957,WLAN
4954,Bluetooth
4954,Positioning
4954,USB
4954,WLAN
4953,Bluetooth
4953,Positioning
4953,USB
4953,WLAN
4923,Bluetooth
4923,Infrared port
4923,Positioning
4923,USB
4923,WLAN
4883,Bluetooth
4883,Positioning
4883,Radio
4883,USB
4883,WLAN
5114,Bluetooth
5114,Positioning
5114,Radio
5114,USB
5114,WLAN
4777,Bluetooth
4777,Positioning
4777,Radio
4777,USB
4777,WLAN
4771,Bluetooth
4771,Positioning
4771,USB
4771,WLAN
4750,Bluetooth
4750,Positioning
4750,Radio
4750,USB
4750,WLAN
5461,Bluetooth
5461,Positioning
5461,Radio
5461,USB
5461,WLAN
4566,Bluetooth
4566,Positioning
4566,Radio
4566,USB
4566,WLAN
4564,Bluetooth
4564,Positioning
4564,USB
4564,WLAN
5340,Bluetooth
5340,Positioning
5340,Radio
5340,USB
5340,WLAN
4544,Bluetooth
4544,Positioning
4544,Radio
4544,USB
4544,WLAN
4671,Bluetooth
4671,Positioning
4671,USB
4671,WLAN
4543,Bluetooth
4543,Positioning
4543,USB
4543,WLAN
4419,Bluetooth
4419,Positioning
4419,USB
4419,WLAN
4415,Bluetooth
4415,Positioning
4415,Radio
4415,USB
4415,WLAN
4397,Bluetooth
4397,Positioning
4397,Radio
4397,USB
4397,WLAN
4387,Bluetooth
4387,Positioning
4387,Radio
4387,USB
4387,WLAN
4344,Bluetooth
4344,Positioning
4344,USB
