device_id,body_dims_mm,body_lenght_mm,body_width_mm,body_height_mm,body_dims_inch,body_lenght_inch,body_width_inch,body_height_inch,body_weight_g,body_weight_oz
8095,151 x 76.9 x 10.7,151.0,76.9,10.7,5.94 x 3.03 x 0.42,5.94,3.03,0.42,160.0,5.64
8045,146 x 73 x 9.9,146.0,73.0,9.9,5.75 x 2.87 x 0.39,5.75,2.87,0.39,153.0,5.4
8048,135 x 67 x 10.1,135.0,67.0,10.1,5.31 x 2.64 x 0.40,5.31,2.64,0.4,133.5,4.73
7866,144.5 x 71 x 10,144.5,71.0,10.0,5.69 x 2.80 x 0.39,5.69,2.8,0.39,140.0,4.94
7733,152.4 x 77.2 x 10.9,152.4,77.2,10.9,6.00 x 3.04 x 0.43,6.0,3.04,0.43,170.1,6.0
7577,158.9 x 78.8 x 12,158.9,78.8,12.0,6.26 x 3.10 x 0.47,6.26,3.1,0.47,185.0,6.53
7368,144.5 x 71 x 10,144.5,71.0,10.0,5.69 x 2.80 x 0.39,5.69,2.8,0.39,135.0,4.76
7476,156 x 77.5 x 10.6,156.0,77.5,10.6,6.14 x 3.05 x 0.42,6.14,3.05,0.42,202.0,7.13
7475,152.5 x 77.2 x 10.9,152.5,77.2,10.9,6.00 x 3.04 x 0.43,6.0,3.04,0.43,170.0,6.0
7479,164.6 x 84 x 10.6,164.6,84.0,10.6,6.48 x 3.31 x 0.42,6.48,3.31,0.42,190.0,6.7
7757,164.6 x 84 x 10.6,164.6,84.0,10.6,6.48 x 3.31 x 0.42,6.48,3.31,0.42,190.0,6.7
7477,152.5 x 77.2 x 10.8,152.5,77.2,10.8,6.00 x 3.04 x 0.43,6.0,3.04,0.43,170.0,6.0
7478,143.7 x 71.5 x 10.5,143.7,71.5,10.5,5.66 x 2.81 x 0.41,5.66,2.81,0.41,140.0,4.94
7474,143.7 x 71.5 x 10.5,143.7,71.5,10.5,5.66 x 2.81 x 0.41,5.66,2.81,0.41,140.0,4.94
7473,189 x 110.9 x 8.7,189.0,110.9,8.7,7.44 x 4.37 x 0.34,7.44,4.37,0.34,272.0,9.59
7444,148.1 x 71.4 x 10.9,148.1,71.4,10.9,5.83 x 2.81 x 0.43,5.83,2.81,0.43,155.1,5.47
7378,151.8 x 75.5 x 8.1,151.8,75.5,8.1,5.98 x 2.97 x 0.32,5.98,2.97,0.32,156.0,5.5
7255,209 x 123 x 8.5,209.0,123.0,8.5,8.23 x 4.84 x 0.33,8.23,4.84,0.33,350.0,12.35
7256,189 x 108 x 8.4,189.0,108.0,8.4,7.44 x 4.25 x 0.33,7.44,4.25,0.33,265.0,9.35
7261,156.5 x 77.2 x 10.8,156.5,77.2,10.8,6.16 x 3.04 x 0.43,6.16,3.04,0.43,170.0,6.0
7044,148.1 x 71.5 x 10.9,148.1,71.5,10.9,5.83 x 2.81 x 0.43,5.83,2.81,0.43,155.0,5.47
7120,152.5 x 77.2 x 10.9,152.5,77.2,10.9,6.00 x 3.04 x 0.43,6.0,3.04,0.43,170.0,6.0
6917,152.5 x 77.2 x 10.9,152.5,77.2,10.9,6.00 x 3.04 x 0.43,6.0,3.04,0.43,170.0,6.0
7045,194.3 x 108.9 x 9.8,194.3,108.9,9.8,7.65 x 4.29 x 0.39,7.65,4.29,0.39,299.0,10.55
6982,136.5 x 67 x 10.9,136.5,67.0,10.9,5.37 x 2.64 x 0.43,5.37,2.64,0.43,150.0,5.29
6953,196 x 110.6 x 7.9,196.0,110.6,7.9,7.72 x 4.35 x 0.31,7.72,4.35,0.31,280.0,9.88
6918,158.9 x 78.8 x 12,158.9,78.8,12.0,6.26 x 3.10 x 0.47,6.26,3.1,0.47,185.0,6.53
6897,146 x 73 x 9.9,146.0,73.0,9.9,5.75 x 2.87 x 0.39,5.75,2.87,0.39,140.0,4.94
6737,132.1 x 66.3 x 12.7,132.1,66.3,12.7,5.20 x 2.61 x 0.5,5.2,2.61,0.5,148.8,5.22
6630,200 x 114.4 x 8.3,200.0,114.4,8.3,7.87 x 4.50 x 0.33,7.87,4.5,0.33,279.0,9.84
6629,200 x 114.4 x 8.3,200.0,114.4,8.3,7.87 x 4.50 x 0.33,7.87,4.5,0.33,269.0,9.49
6429,148.2 x 72.8 x 10.3,148.2,72.8,10.3,5.83 x 2.87 x 0.41,5.83,2.87,0.41,145.0,5.11
6428,136.8 x 67.9 x 11.3,136.8,67.9,11.3,5.39 x 2.67 x 0.44,5.39,2.67,0.44,134.0,4.73
6414,213 x 123 x 7.5,213.0,123.0,7.5,8.39 x 4.84 x 0.30,8.39,4.84,0.3,299.0,10.55
6413,211.7 x 124.9 x 8.3,211.7,124.9,8.3,8.33 x 4.92 x 0.33,8.33,4.92,0.33,320.0,11.29
6412,189.3 x 113.7 x 9.6,189.3,113.7,9.6,7.45 x 4.48 x 0.38,7.45,4.48,0.38,295.0,10.41
6394,192 x 110 x 10.7,192.0,110.0,10.7,7.56 x 4.33 x 0.42,7.56,4.33,0.42,290.0,10.23
6519,143.4 x 72.5 x 10,143.4,72.5,10.0,5.65 x 2.85 x 0.39,5.65,2.85,0.39,150.0,5.29
6238,143.4 x 72.5 x 10,143.4,72.5,10.0,5.65 x 2.85 x 0.39,5.65,2.85,0.39,150.0,5.29
6120,143.5 x 72.8 x 8.9,143.5,72.8,8.9,5.65 x 2.87 x 0.35,5.65,2.87,0.35,145.0,5.11
6853,166.9 x 84.3 x 9.9,166.9,84.3,9.9,6.57 x 3.32 x 0.39,6.57,3.32,0.39,196.0,6.91
5953,166.9 x 84.3 x 9.9,166.9,84.3,9.9,6.57 x 3.32 x 0.39,6.57,3.32,0.39,196.0,6.91
7160,148.2 x 72.8 x 10.3,148.2,72.8,10.3,5.83 x 2.87 x 0.41,5.83,2.87,0.41,145.0,5.11
5952,148.2 x 72.8 x 10.3,148.2,72.8,10.3,5.83 x 2.87 x 0.41,5.83,2.87,0.41,145.0,5.11
5891,129.3 x 65.6 x 8.7,129.3,65.6,8.7,5.09 x 2.58 x 0.34,5.09,2.58,0.34,105.0,3.7
5706,143.5 x 72.8 x 8.9,143.5,72.8,8.9,5.65 x 2.87 x 0.35,5.65,2.87,0.35,145.0,5.11
5675,212.4 x 127.4 x 10,212.4,127.4,10.0,8.36 x 5.02 x 0.39,8.36,5.02,0.39,350.0,12.35
5674,196.8 x 120 x 10.5,196.8,120.0,10.5,7.75 x 4.72 x 0.41,7.75,4.72,0.41,328.0,11.57
5494,164.8 x 88.8 x 10.3,164.8,88.8,10.3,6.49 x 3.50 x 0.41,6.49,3.5,0.41,210.0,7.41
5329,196.4 x 120.1 x 10.4,196.4,120.1,10.4,7.73 x 4.73 x 0.41,7.73,4.73,0.41,340.0,11.99
5328,143.5 x 72.8 x 8.9,143.5,72.8,8.9,5.65 x 2.87 x 0.35,5.65,2.87,0.35,141.0,4.97
5249,196.2 x 119.2 x 11.2,196.2,119.2,11.2,7.72 x 4.69 x 0.44,7.72,4.69,0.44,370.0,13.05
5091,198.5 x 120 x 10.5,198.5,120.0,10.5,7.81 x 4.72 x 0.41,7.81,4.72,0.41,347.0,12.24
5017,137.9 x 68.9 x 9,137.9,68.9,9.0,5.43 x 2.71 x 0.35,5.43,2.71,0.35,135.0,4.76
4850,198.5 x 120 x 10.5,198.5,120.0,10.5,7.81 x 4.72 x 0.41,7.81,4.72,0.41,340.0,11.99
4422,199 x 117 x 12,199.0,117.0,12.0,7.83 x 4.61 x 0.47,7.83,4.61,0.47,389.0,13.72
3965,128 x 65.4 x 9.2,128.0,65.4,9.2,5.04 x 2.57 x 0.36,5.04,2.57,0.36,129.0,4.55
12603,164.2 x 74.7 x 8.8,164.2,74.7,8.8,6.46 x 2.94 x 0.35,6.46,2.94,0.35,180.0,6.35
12459,168.3 x 78.8 x 9.9,168.3,78.8,9.9,6.63 x 3.10 x 0.39,6.63,3.1,0.39,210.0,7.41
12458,173 x 78 x 9.2,173.0,78.0,9.2,6.81 x 3.07 x 0.36,6.81,3.07,0.36,230.0,8.11
12457,164.8 x 75.8 x 8.9,164.8,75.8,8.9,6.49 x 2.98 x 0.35,6.49,2.98,0.35,200.0,7.05
12456,159.4 x 78.3 x 10.4,159.4,78.3,10.4,6.28 x 3.08 x 0.41,6.28,3.08,0.41,215.0,7.58
12153,164.7 x 76 x 8.9,164.7,76.0,8.9,6.48 x 2.99 x 0.35,6.48,2.99,0.35,202.0,7.13
12102,164.5 x 76 x 9.2,164.5,76.0,9.2,6.48 x 2.99 x 0.36,6.48,2.99,0.36,195.0,6.88
11830,164.7 x 76 x 8.9,164.7,76.0,8.9,6.48 x 2.99 x 0.35,6.48,2.99,0.35,202.0,7.13
11829,145 x 72.4 x 10.1,145.0,72.4,10.1,5.71 x 2.85 x 0.40,5.71,2.85,0.4,149.0,5.26
11828,163.4 x 78.8 x 10.8,163.4,78.8,10.8,6.43 x 3.10 x 0.43,6.43,3.1,0.43,203.0,7.16
11757,158.7 x 74.1 x 8.6,158.7,74.1,8.6,6.25 x 2.92 x 0.34,6.25,2.92,0.34,180.0,6.35
11716,145.9 x 73.5 x 9.8,145.9,73.5,9.8,5.74 x 2.89 x 0.39,5.74,2.89,0.39,175.0,6.17
11715,164.7 x 76 x 8.9,164.7,76.0,8.9,6.48 x 2.99 x 0.35,6.48,2.99,0.35,202.0,7.13
11673,152.9 x 73.3 x 9.7,152.9,73.3,9.7,6.02 x 2.89 x 0.38,6.02,2.89,0.38,161.0,5.68
11672,165.6 x 76.7 x 9.8,165.6,76.7,9.8,6.52 x 3.02 x 0.39,6.52,3.02,0.39,203.0,7.16
11643,164.8 x 76.3 x 8.9,164.8,76.3,8.9,6.49 x 3.00 x 0.35,6.49,3.0,0.35,202.0,7.13
11509,156.1 x 72.5 x 9.3,156.1,72.5,9.3,6.15 x 2.85 x 0.37,6.15,2.85,0.37,188.0,6.63
11368,209 x 126 x 10.6,209.0,126.0,10.6,8.23 x 4.96 x 0.42,8.23,4.96,0.42,360.0,12.7
11348,162.4 x 77.5 x 9,162.4,77.5,9.0,6.39 x 3.05 x 0.35,6.39,3.05,0.35,185.0,6.53
11319,159.2 x 76.5 x 9.8,159.2,76.5,9.8,6.27 x 3.01 x 0.39,6.27,3.01,0.39,164.0,5.78
11318,145.9 x 73.5 x 9.8,145.9,73.5,9.8,5.74 x 2.89 x 0.39,5.74,2.89,0.39,175.0,6.17
11258,160.2 x 76.7 x 9,160.2,76.7,9.0,6.31 x 3.02 x 0.35,6.31,3.02,0.35,178.0,6.28
11096,208 x 123.7 x 10.5,208.0,123.7,10.5,8.19 x 4.87 x 0.41,8.19,4.87,0.41,383.0,13.51
11095,208 x 125 x 9,208.0,125.0,9.0,8.19 x 4.92 x 0.35,8.19,4.92,0.35,352.0,12.42
11094,142.9 x 73.1 x 9.9,142.9,73.1,9.9,5.63 x 2.88 x 0.39,5.63,2.88,0.39,152.0,5.36
11073,165.2 x 76.9 x 8.9,165.2,76.9,8.9,6.50 x 3.03 x 0.35,6.5,3.03,0.35,201.0,7.09
10934,165 x 76.5 x 9.3,165.0,76.5,9.3,6.50 x 3.01 x 0.37,6.5,3.01,0.37,200.0,7.05
10935,165 x 76.5 x 8.9,165.0,76.5,8.9,6.50 x 3.01 x 0.35,6.5,3.01,0.35,186.0,6.56
10781,163 x 76 x 9,163.0,76.0,9.0,6.42 x 2.99 x 0.35,6.42,2.99,0.35,196.0,6.91
10745,165 x 76.6 x 8.9,165.0,76.6,8.9,6.50 x 3.02 x 0.35,6.5,3.02,0.35,194.0,6.84
10741,160 x 77.5 x 9,160.0,77.5,9.0,6.30 x 3.05 x 0.35,6.3,3.05,0.35,189.0,6.67
10730,164.6 x 75.8 x 9.3,164.6,75.8,9.3,6.48 x 2.98 x 0.37,6.48,2.98,0.37,196.0,6.91
10729,146 x 72.3 x 9,146.0,72.3,9.0,5.75 x 2.85 x 0.35,5.75,2.85,0.35,167.0,5.89
10731,124.5 x 64.5 x 10.6,124.5,64.5,10.6,4.90 x 2.54 x 0.42,4.9,2.54,0.42,118.0,4.16
10732,194.4 x 109.2 x 11,194.4,109.2,11.0,7.65 x 4.30 x 0.43,7.65,4.3,0.43,286.0,10.09
10607,156.1 x 72.5 x 9.3,156.1,72.5,9.3,6.15 x 2.85 x 0.37,6.15,2.85,0.37,190.0,6.7
10535,155 x 74.7 x 10.9,155.0,74.7,10.9,6.10 x 2.94 x 0.43,6.1,2.94,0.43,173.0,6.1
10537,160.7 x 78.4 x 10.3,160.7,78.4,10.3,6.33 x 3.09 x 0.41,6.33,3.09,0.41,227.0,8.01
10538,155 x 74.7 x 10.9,155.0,74.7,10.9,6.10 x 2.94 x 0.43,6.1,2.94,0.43,167.0,5.89
10540,144 x 72.3 x 11.2,144.0,72.3,11.2,5.67 x 2.85 x 0.44,5.67,2.85,0.44,150.0,5.29
10539,160.7 x 78.4 x 10.3,160.7,78.4,10.3,6.33 x 3.09 x 0.41,6.33,3.09,0.41,230.0,8.11
10470,158.7 x 76 x 9.1,158.7,76.0,9.1,6.25 x 2.99 x 0.36,6.25,2.99,0.36,180.0,6.35
10453,147.8 x 70.9 x 10.1,147.8,70.9,10.1,5.82 x 2.79 x 0.40,5.82,2.79,0.4,190.0,6.7
10403,162 x 77 x 10.1,162.0,77.0,10.1,6.38 x 3.03 x 0.40,6.38,3.03,0.4,215.0,7.58
10359,146 x 73.5 x 9.3,146.0,73.5,9.3,5.75 x 2.89 x 0.37,5.75,2.89,0.37,169.0,5.96
10313,164.6 x 76.5 x 8.8,164.6,76.5,8.8,6.48 x 3.01 x 0.35,6.48,3.01,0.35,185.0,6.53
10312,163.9 x 75.5 x 8.4,163.9,75.5,8.4,6.45 x 2.97 x 0.33,6.45,2.97,0.33,185.0,6.53
10160,143 x 73 x 10.1,143.0,73.0,10.1,5.63 x 2.87 x 0.40,5.63,2.87,0.4,144.0,5.08
10107,159.6 x 76.6 x 9.1,159.6,76.6,9.1,6.28 x 3.02 x 0.36,6.28,3.02,0.36,185.0,6.53
10106,151 x 72.3 x 10,151.0,72.3,10.0,5.94 x 2.85 x 0.39,5.94,2.85,0.39,158.0,5.57
10105,144 x 73.1 x 10.3,144.0,73.1,10.3,5.67 x 2.88 x 0.41,5.67,2.88,0.41,146.0,5.15
10047,153.6 x 71.8 x 10.2,153.6,71.8,10.2,6.05 x 2.83 x 0.40,6.05,2.83,0.4,178.0,6.28
10046,156.8 x 75 x 8.6,156.8,75.0,8.6,6.17 x 2.95 x 0.34,6.17,2.95,0.34,182.0,6.42
10045,156.5 x 73.6 x 9.5,156.5,73.6,9.5,6.16 x 2.90 x 0.37,6.16,2.9,0.37,170.0,6.0
9967,144 x 73.1 x 10.3,144.0,73.1,10.3,5.67 x 2.88 x 0.41,5.67,2.88,0.41,146.0,5.15
9930,159.6 x 76.6 x 9.1,159.6,76.6,9.1,6.28 x 3.02 x 0.36,6.28,3.02,0.36,185.0,6.53
9929,124.8 x 65.2 x 10.4,124.8,65.2,10.4,4.91 x 2.57 x 0.41,4.91,2.57,0.41,104.0,3.67
9855,158.7 x 74.1 x 8.6,158.7,74.1,8.6,6.25 x 2.92 x 0.34,6.25,2.92,0.34,182.0,6.42
9877,150.5 x 71.5 x 10.4,150.5,71.5,10.4,5.93 x 2.81 x 0.41,5.93,2.81,0.41,187.0,6.6
9876,161.4 x 78 x 9.6,161.4,78.0,9.6,6.35 x 3.07 x 0.38,6.35,3.07,0.38,181.0,6.38
9718,155.4 x 71.8 x 8,155.4,71.8,8.0,6.12 x 2.83 x 0.31,6.12,2.83,0.31,165.0,5.82
9597,144.3 x 72.5 x 10.3,144.3,72.5,10.3,5.68 x 2.85 x 0.41,5.68,2.85,0.41,153.0,5.4
9542,154.4 x 78.6 x 10.4,154.4,78.6,10.4,6.08 x 3.09 x 0.41,6.08,3.09,0.41,203.0,7.16
9482,156.7 x 75.2 x 8.4,156.7,75.2,8.4,6.17 x 2.96 x 0.33,6.17,2.96,0.33,155.0,5.47
9470,157.2 x 76.2 x 8,157.2,76.2,8.0,6.19 x 3.00 x 0.31,6.19,3.0,0.31,178.0,6.28
9360,156.7 x 75.2 x 8.4,156.7,75.2,8.4,6.17 x 2.96 x 0.33,6.17,2.96,0.33,155.0,5.47
9325,124.3 x 65.2 x 10.4,124.3,65.2,10.4,4.89 x 2.57 x 0.41,4.89,2.57,0.41,104.0,3.67
9314,149 x 72.9 x 7.9,149.0,72.9,7.9,5.87 x 2.87 x 0.31,5.87,2.87,0.31,187.0,6.6
9307,155 x 75.5 x 7.8,155.0,75.5,7.8,6.10 x 2.97 x 0.31,6.1,2.97,0.31,199.0,7.02
9302,144.3 x 72.5 x 10.3,144.3,72.5,10.3,5.68 x 2.85 x 0.41,5.68,2.85,0.41,145.0,5.11
9301,124.3 x 64.2 x 10.9,124.3,64.2,10.9,4.89 x 2.53 x 0.43,4.89,2.53,0.43,118.0,4.16
9277,141.5 x 73.5 x 8.5,141.5,73.5,8.5,5.57 x 2.89 x 0.33,5.57,2.89,0.33,126.0,4.44
9254,152.2 x 77.6 x 9.4,152.2,77.6,9.4,5.99 x 3.06 x 0.37,5.99,3.06,0.37,167.0,5.89
9253,149.1 x 70.5 x 9.8,149.1,70.5,9.8,5.87 x 2.78 x 0.39,5.87,2.78,0.39,154.0,5.43
9223,152.4 x 71.7 x 8.1,152.4,71.7,8.1,6.00 x 2.82 x 0.32,6.0,2.82,0.32,184.0,6.49
9184,151 x 71 x 9,151.0,71.0,9.0,5.94 x 2.80 x 0.35,5.94,2.8,0.35,159.0,5.61
9165,147.7 x 70.7 x 8,147.7,70.7,8.0,5.81 x 2.78 x 0.31,5.81,2.78,0.31,143.0,5.04
9154,164.8 x 76.7 x 8.6,164.8,76.7,8.6,6.49 x 3.02 x 0.34,6.49,3.02,0.34,173.0,6.1
9146,126.8 x 64.1 x 10.5,126.8,64.1,10.5,4.99 x 2.52 x 0.41,4.99,2.52,0.41,119.0,4.2
9131,158.1 x 76.5 x 8.2,158.1,76.5,8.2,6.22 x 3.01 x 0.32,6.22,3.01,0.32,169.0,5.96
9072,160 x 76.8 x 8.2,160.0,76.8,8.2,6.30 x 3.02 x 0.32,6.3,3.02,0.32,188.0,6.63
9064,145 x 72 x 9.4,145.0,72.0,9.4,5.71 x 2.83 x 0.37,5.71,2.83,0.37,140.0,4.94
9063,148.4 x 70.1 x 9.8,148.4,70.1,9.8,5.84 x 2.76 x 0.39,5.84,2.76,0.39,160.0,5.64
9007,160.1 x 74.3 x 9.3,160.1,74.3,9.3,6.30 x 2.93 x 0.37,6.3,2.93,0.37,174.0,6.14
8835,154.5 x 76.5 x 8.3,154.5,76.5,8.3,6.08 x 3.01 x 0.33,6.08,3.01,0.33,180.0,6.35
8621,142 x 69.6 x 8.7,142.0,69.6,8.7,5.59 x 2.74 x 0.34,5.59,2.74,0.34,152.0,5.36
7892,143.3 x 72 x 8.9,143.3,72.0,8.9,5.64 x 2.83 x 0.35,5.64,2.83,0.35,150.0,5.29
7558,164 x 82.2 x 9.3,164.0,82.2,9.3,6.46 x 3.24 x 0.37,6.46,3.24,0.37,207.0,7.3
7523,165.5 x 85.3 x 8.5,165.5,85.3,8.5,6.52 x 3.36 x 0.33,6.52,3.36,0.33,177.0,6.24
6928,144.5 x 71.5 x 10.4,144.5,71.5,10.4,5.69 x 2.81 x 0.41,5.69,2.81,0.41,180.0,6.35
6927,143 x 73.2 x 9.9,143.0,73.2,9.9,5.63 x 2.88 x 0.39,5.63,2.88,0.39,156.0,5.5
6925,144 x 72 x 10.5,144.0,72.0,10.5,5.67 x 2.83 x 0.41,5.67,2.83,0.41,154.0,5.43
6924,139.8 x 67.4 x 5.1,139.8,67.4,5.1,5.50 x 2.65 x 0.20,5.5,2.65,0.2,97.0,3.42
6900,163.5 x 81.4 x 9.2,163.5,81.4,9.2,6.44 x 3.20 x 0.36,6.44,3.2,0.36,177.0,6.24
6899,145.7 x 72 x 9,145.7,72.0,9.0,5.74 x 2.83 x 0.35,5.74,2.83,0.35,164.0,5.78
6838,187.5 x 103 x 9.4,187.5,103.0,9.4,7.38 x 4.06 x 0.37,7.38,4.06,0.37,299.0,10.55
6835,127 x 64.4 x 9.4,127.0,64.4,9.4,5.0 x 2.54 x 0.37,5.0,2.54,0.37,106.0,3.74
6669,144.8 x 69.9 x 7.8,144.8,69.9,7.8,5.70 x 2.75 x 0.31,5.7,2.75,0.31,139.0,4.9
6565,146 x 74 x 9.3,146.0,74.0,9.3,5.75 x 2.91 x 0.37,5.75,2.91,0.37,166.0,5.86
6567,145 x 73 x 9.7,145.0,73.0,9.7,5.71 x 2.87 x 0.38,5.71,2.87,0.38,170.0,6.0
6406,145.1 x 70.2 x 5.5,145.1,70.2,5.5,5.71 x 2.76 x 0.22,5.71,2.76,0.22,129.0,4.55
6405,145 x 69.8 x 7.5,145.0,69.8,7.5,5.71 x 2.75 x 0.30,5.71,2.75,0.3,136.0,4.8
6346,150.6 x 75 x 9.5,150.6,75.0,9.5,5.93 x 2.95 x 0.37,5.93,2.95,0.37,152.0,5.36
6330,168 x 83 x 8.5,168.0,83.0,8.5,6.61 x 3.27 x 0.33,6.61,3.27,0.33,206.0,7.27
6277,136 x 63 x 10.5,136.0,63.0,10.5,5.35 x 2.48 x 0.41,5.35,2.48,0.41,135.0,4.76
6276,117 x 62 x 11,117.0,62.0,11.0,4.61 x 2.44 x 0.43,4.61,2.44,0.43,101.0,3.56
6244,145 x 70.9 x 8.3,145.0,70.9,8.3,5.71 x 2.79 x 0.33,5.71,2.79,0.33,155.0,5.47
6243,146 x 74 x 10.1,146.0,74.0,10.1,5.75 x 2.91 x 0.40,5.75,2.91,0.4,174.0,6.14
6242,156 x 77.6 x 8.9,156.0,77.6,8.9,6.14 x 3.06 x 0.35,6.14,3.06,0.35,166.0,5.86
6041,130 x 64.4 x 8.9,130.0,64.4,8.9,5.12 x 2.54 x 0.35,5.12,2.54,0.35,149.0,5.26
5986,137 x 70 x 6.9,137.0,70.0,6.9,5.39 x 2.76 x 0.27,5.39,2.76,0.27,135.0,4.76
5957,205 x 138.2 x 9,205.0,138.2,9.0,8.07 x 5.44 x 0.35,8.07,5.44,0.35,404.0,14.25
5956,137.5 x 67.5 x 7.8,137.5,67.5,7.8,5.41 x 2.66 x 0.31,5.41,2.66,0.31,109.0,3.84
5955,143.5 x 71.6 x 8.6,143.5,71.6,8.6,5.65 x 2.82 x 0.34,5.65,2.82,0.34,133.0,4.69
5954,144 x 74 x 9,144.0,74.0,9.0,5.67 x 2.91 x 0.35,5.67,2.91,0.35,144.0,5.08
5935,137 x 68.4 x 7.9,137.0,68.4,7.9,5.39 x 2.69 x 0.31,5.39,2.69,0.31,125.0,4.41
5920,142 x 69.4 x 7.7,142.0,69.4,7.7,5.59 x 2.73 x 0.30,5.59,2.73,0.3,128.0,4.52
5909,146 x 73 x 9.7,146.0,73.0,9.7,5.75 x 2.87 x 0.38,5.75,2.87,0.38,155.0,5.47
5908,125 x 65 x 12.4,125.0,65.0,12.4,4.92 x 2.56 x 0.49,4.92,2.56,0.49,124.0,4.37
5873,147 x 72.1 x 6.9,147.0,72.1,6.9,5.79 x 2.84 x 0.27,5.79,2.84,0.27,158.0,5.57
5761,157 x 79.5 x 9.5,157.0,79.5,9.5,6.18 x 3.13 x 0.37,6.18,3.13,0.37,184.0,6.49
5661,146 x 70.6 x 9.4,146.0,70.6,9.4,5.75 x 2.78 x 0.37,5.75,2.78,0.37,128.0,4.52
5660,124 x 64 x 11.7,124.0,64.0,11.7,4.88 x 2.52 x 0.46,4.88,2.52,0.46,128.0,4.52
5662,116.5 x 62 x 12,116.5,62.0,12.0,4.59 x 2.44 x 0.47,4.59,2.44,0.47,105.0,3.7
5593,133 x 65 x 12,133.0,65.0,12.0,5.24 x 2.56 x 0.47,5.24,2.56,0.47,144.0,5.08
5489,128 x 65.5 x 11.6,128.0,65.5,11.6,5.04 x 2.58 x 0.46,5.04,2.58,0.46,137.0,4.83
5458,153 x 78 x 9.2,153.0,78.0,9.2,6.02 x 3.07 x 0.36,6.02,3.07,0.36,190.0,6.7
5459,143 x 72 x 8.9,143.0,72.0,8.9,5.63 x 2.83 x 0.35,5.63,2.83,0.35,170.0,6.0
5460,144 x 74 x 10.7,144.0,74.0,10.7,5.67 x 2.91 x 0.42,5.67,2.91,0.42,170.0,6.0
5411,124 x 63 x 13.4,124.0,63.0,13.4,4.88 x 2.48 x 0.53,4.88,2.48,0.53,120.0,4.23
5360,161 x 82.5 x 8.9,161.0,82.5,8.9,6.34 x 3.25 x 0.35,6.34,3.25,0.35,220.0,7.76
5358,144 x 73 x 8.9,144.0,73.0,8.9,5.67 x 2.87 x 0.35,5.67,2.87,0.35,145.0,5.11
5359,137 x 68.4 x 7.9,137.0,68.4,7.9,5.39 x 2.69 x 0.31,5.39,2.69,0.31,125.0,4.41
5295,150 x 77 x 10.8,150.0,77.0,10.8,5.91 x 3.03 x 0.43,5.91,3.03,0.43,210.0,7.41
5282,134 x 67 x 10.3,134.0,67.0,10.3,5.28 x 2.64 x 0.41,5.28,2.64,0.41,148.0,5.22
5281,133 x 67 x 10.8,133.0,67.0,10.8,5.24 x 2.64 x 0.43,5.24,2.64,0.43,145.0,5.11
5209,124 x 63 x 11.8,124.0,63.0,11.8,4.88 x 2.48 x 0.46,4.88,2.48,0.46,128.0,4.52
5208,104 x 56 x 13,104.0,56.0,13.0,4.09 x 2.20 x 0.51,4.09,2.2,0.51,105.0,3.7
5206,135 x 70 x 8.6,135.0,70.0,8.6,5.31 x 2.76 x 0.34,5.31,2.76,0.34,130.0,4.59
5205,238 x 185 x 10,238.0,185.0,10.0,9.37 x 7.28 x 0.39,9.37,7.28,0.39,430.0,15.17
5202,197 x 120 x 13,197.0,120.0,13.0,7.76 x 4.72 x 0.51,7.76,4.72,0.51,388.0,13.69
5201,194 x 120 x 10,194.0,120.0,10.0,7.64 x 4.72 x 0.39,7.64,4.72,0.39,340.0,11.99
5023,115 x 62 x 11.5,115.0,62.0,11.5,4.53 x 2.44 x 0.45,4.53,2.44,0.45,110.0,3.88
4947,120 x 60 x 11.3,120.0,60.0,11.3,4.72 x 2.36 x 0.44,4.72,2.36,0.44,137.0,4.83
4946,103 x 56 x 12,103.0,56.0,12.0,4.06 x 2.20 x 0.47,4.06,2.2,0.47,96.0,3.39
4901,128 x 66 x 9.3,128.0,66.0,9.3,5.04 x 2.60 x 0.37,5.04,2.6,0.37,120.0,4.23
4370,150 x 81 x 10.9,150.0,81.0,10.9,5.91 x 3.19 x 0.43,5.91,3.19,0.43,192.0,6.77
4224,197 x 120 x 13.2,197.0,120.0,13.2,7.76 x 4.72 x 0.52,7.76,4.72,0.52,382.0,13.47
3548,98.7 x 55 x 13,98.7,55.0,13.0,3.89 x 2.17 x 0.51,3.89,2.17,0.51,94.0,3.32
12454,164.8 x 76.5 x 9.2,164.8,76.5,9.2,6.49 x 3.01 x 0.36,6.49,3.01,0.36,200.0,7.05
12269,166.6 x 77.1 x 8.9,166.6,77.1,8.9,6.56 x 3.04 x 0.35,6.56,3.04,0.35,205.0,7.23
12522,239.2 x 157.9 x 7.9,239.2,157.9,7.9,9.42 x 6.22 x 0.31,9.42,6.22,0.31,430.0,15.17
12523,244 x 162.6 x 8.5,244.0,162.6,8.5,9.61 x 6.40 x 0.33,9.61,6.4,0.33,440.0,15.52
11948,164.1 x 75.9 x 8.8,164.1,75.9,8.8,6.46 x 2.99 x 0.35,6.46,2.99,0.35,190.0,6.7
11642,166.3 x 76.9 x 9.4,166.3,76.9,9.4,6.55 x 3.03 x 0.37,6.55,3.03,0.37,205.5,7.27
10790,165.7 x 76.6 x 9,165.7,76.6,9.0,6.52 x 3.02 x 0.35,6.52,3.02,0.35,186.0,6.56
